CL386174|RID13163|patient age|patient age [RADLEX3_33/PT]||
CL386175|RID13164|patient gender|patient gender [RADLEX3_33/PT]||
CL386176|RID13165|patient ethnicity|patient ethnicity [RADLEX3_33/PT]||
CL369791|RID13166|clinical information|clinical information [RADLEX3_33/PT]||
CL386178|RID13168|comparison report|comparison report [RADLEX3_33/PT]||
CL386179|RID13169|comparison image|comparison image [RADLEX3_33/PT]||
CL386604|RID13170|impression|impression [RADLEX3_33/PT]|summary|
CL386604|RID13170|impression|impression [RADLEX3_33/PT]|conclusion|
C0205307|RID13173|normal|Normal [NCI2011_01E/PT]|unremarkable|
CL386181|RID13175|language of term|language of term [RADLEX3_33/PT]||
CL386646|RID13176|English|English [RADLEX3_33/PT]||
CL386182|RID13177|Latin|Latin [RADLEX3_33/PT]||
CL386648|RID13178|German|German [RADLEX3_33/PT]||
C0007226|RID13181|cardiovascular system|Cardiovascular system [MTH2010AA/PN]||
C0460148|RID13182|human body|Human body structure [MTH2010AA/PN]||
C0226004|RID13183|arterial system|Arterial system [MTH2010AA/PN]||
C1267406|RID13184|venous system|Venous System [NCI2011_01E/PT]||
C1184301|RID13185|set of peripheral nerves|Set of peripheral nerves [UWDA173/PT]||
C1184303|RID13186|set of nerve plexuses|Set of nerve plexuses [UWDA173/PT]|neural plexuses set|
C1184303|RID13186|set of nerve plexuses|Set of nerve plexuses [UWDA173/PT]|nerve plexuses|
C0501403|RID13187|nerve plexus|Nerve Plexus [NCI2011_01E/PT]||
C0027740|RID13189|nerve|Nerve [MTH2010AA/PN]|neural subtree|
C0010268|RID13190|set of cranial nerves|Cranial Nerves [MTH2010AA/PN]||
C0017067|RID13191|ganglion|Ganglia [MTH2010AA/PN]||
C0037941|RID13192|set of spinal nerves|Spinal nerve structure [MTH2010AA/PN]|spinal nerve tree|
C1995013|RID13196|muscle organ|Set of muscles [MTH2010AA/PN]|muscles set|
C1995013|RID13196|muscle organ|Set of muscles [MTH2010AA/PN]|muscle|
C0262950|RID13197|bone organ|Skeletal bone [MTH2010AA/PN]|bone|
CL405571|RID13198|male human body|Male body [UWDA173/PT]||
CL405572|RID13199|female human body|Female body [UWDA173/PT]||
C0229962|RID13200|cardinal body part|Body part [MTH2010AA/PN]||
C1268086|RID13201|body proper|Body [NCI2011_01E/PT]||
C0015385|RID13202|limb of body|Limb structure [MTH2010AA/PN]||
C0178784|RID13203|organ|Organ [MTH2010AA/PN]||
C2322636|RID13204|subdivision of body proper|Subdivision of body proper [FMA2_0/PT]||
C0460002|RID13205|organ system|body system [MTH2010AA/PN]||
C1744602|RID13206|subdivision of organ system|Organ system subdivision [MTH2010AA/PN]|organ system subdivision|
C1179745|RID13207|subdivision of skeletal system|Skeletal system subdivision [SNOMEDCT_2010_01_31/PT]||
C0037253|RID13208|skeletal system|Skeletal system [MTH2010AA/PN]||
C0026860|RID13209|musculoskeletal system|Musculoskeletal System [MTH2010AA/PN]||
C0500459|RID13210|segment of artery|Segment of artery [UWDA173/PT]||
C0031354|RID13211|pharynx|Pharyngeal structure [MTH2010AA/PN]||
C0205419|RID13212|normal variant|Variation [NCI2011_01E/PT]||
C0926974|RID13213|organ zone|Organ zone [UWDA173/PT]|organ region with floating fiat boundary|
C0926974|RID13213|organ zone|Organ zone [UWDA173/PT]|zone of organ|
C2331139|RID13214|cardinal organ part|Cardinal organ part [FMA2_0/PT]||
C0933807|RID13215|organ segment|Organ segment [UWDA173/PT]|organ region with fixed fiat boundary|
C0933807|RID13215|organ segment|Organ segment [UWDA173/PT]|segment of organ|
C0504624|RID13216|zone of bone organ|Subdivision of bone (organ) [UWDA173/PT]||
C0929962|RID13217|anatomical space|Anatomical space [UWDA173/PT]||
C1179877|RID13218|immaterial anatomical entity|Non-material physical anatomical entity [UWDA173/PT]|immaterial physical anatomical entity|
C0449629|RID13219|anatomical line|Anatomical line [SNOMEDCT_2010_01_31/PT]||
C0817032|RID13220|anatomical surface|Anatomical surface [UWDA173/PT]||
C1515977|RID13221|region of anatomical surface|Anatomic Surface [NCI2011_01E/PT]||
CL405522|RID13222|foramen|foramen [RADLEX3_33/PT]||
C0925383|RID13223|zone of mandible|Subdivision of mandible [UWDA173/PT]||
CL405565|RID13224|fossa of bone|fossa of bone [RADLEX3_33/PT]||
C0836181|RID13225|subdivision of cardiovascular system|Cardiovascular system subdivision [SNOMEDCT_2010_01_31/PT]||
CL405562|RID13226|shallow depression in bone surface|shallow depression in bone surface [RADLEX3_33/PT]||
CL405567|RID13227|protrusion of bone surface|protrusion of bone surface [RADLEX3_33/PT]||
CL405568|RID13229|protuberance of bone|protuberance of bone [RADLEX3_33/PT]||
C0927221|RID13230|anatomical set|Anatomical set [UWDA173/PT]||
C0501400|RID13231|anatomical junction|Anatomical junction [SNOMEDCT_2010_01_31/PT]||
C0524414|RID13232|condyle|Structure of condyle [MTH2010AA/PN]||
C1184741|RID13233|tuberosity of bone|Tuberosity [UWDA173/PT]||
CL405564|RID13234|canal of bone|canal of bone [RADLEX3_33/PT]||
CL405560|RID13235|groove in bone surface|groove in bone surface [RADLEX3_33/PT]||
C0524814|RID13236|part of tooth|Tooth Part [NCI2011_01E/PT]||
CL405976|RID13237|zone of ethmoid bone|zone of ethmoid bone [RADLEX3_33/PT]||
C0934308|RID13238|zone of frontal bone|Subdivision of frontal bone [UWDA173/PT]||
CL405978|RID13239|zone of maxilla|Subdivision of maxilla [UWDA173/PT]||
CL405979|RID13240|zone of parietal bone|Subdivision of parietal bone [UWDA173/PT]||
C0925406|RID13241|zone of sphenoid bone|Subdivision of sphenoid [UWDA173/PT]|zone of sphenoid|
C0925408|RID13242|zone of temporal bone|Subdivision of temporal bone [UWDA173/PT]||
C0925400|RID13243|zone of occipital bone|Subdivision of occipital bone [UWDA173/PT]||
CL405983|RID13244|zone of zygomatic bone|zone of zygomatic bone [RADLEX3_33/PT]||
C0929052|RID13245|zone of vomer|Subdivision of vomer [UWDA173/PT]||
C0928989|RID13246|zone of lacrimal bone|Subdivision of lacrimal bone [UWDA173/PT]||
C0925422|RID13247|zone of palatine bone|Subdivision of palatine bone [UWDA173/PT]||
CL406643|RID13248|suture of bone|suture of bone [RADLEX3_33/PT]||
CL405570|RID13249|notch in bone surface|notch in bone surface [RADLEX3_33/PT]||
C1179200|RID13250|anatomical plane|Anatomical plane [FMA2_0/PT]|fiat anatomical surface|
C0444567|RID13251|anatomical orifice|Ostium [SNOMEDCT_2010_01_31/PT]||
CL406651|RID13252|tubular structure|tubular structure [RADLEX3_33/PT]||
C0007634|RID13253|set of cells|Cells [MTH2010AA/PN]||
C0025255|RID13257|membrane|Tissue membrane [MTH2010AA/PN]||
C1285092|RID13258|gland|Gland [MTH2010AA/PN]|glands set|
C1180135|RID13259|organ region|Morphological organ part [UWDA173/PT]||
C0333343|RID13261|anatomical cavity|Body cavities [MTH2010AA/PN]||
CL405558|RID13262|depression in surface|depression in surface [RADLEX3_33/PT]||
CL405566|RID13263|protrusion of surface|protrusion of surface [RADLEX3_33/PT]||
CL406240|RID13264|anterior osteomeatal unit|anterior osteomeatal unit [RADLEX3_33/PT]||
CL406241|RID13265|posterior osteomeatal unit|posterior osteomeatal unit [RADLEX3_33/PT]||
CL406650|RID13266|anatomical passageway|anatomical passageway [RADLEX3_33/PT]||
C1185625|RID13267|compartment space|Compartments [MTH2010AA/PN]||
CL405559|RID13269|groove in surface|groove in surface [RADLEX3_33/PT]||
CL405561|RID13270|shallow depression in surface|shallow depression in surface [RADLEX3_33/PT]||
CL405563|RID13271|recess in surface|recess in surface [RADLEX3_33/PT]||
CL405569|RID13272|notch in surface|notch in surface [RADLEX3_33/PT]||
C0935445|RID13273|wall of organ|Wall of organ [MTH2010AA/PN]|organ wall|
CL405973|RID13274|region of globe|region of globe [RADLEX3_33/PT]||
C1268101|RID13275|part of muscle|Muscle part [SNOMEDCT_2010_01_31/PT]||
C1550227|RID13277|canal|Canal [NCI2011_01E/PT]||
C0836913|RID13278|fossa|Fossa [MTH2010AA/PN]||
C0927195|RID13279|stroma|Stroma [NCI2011_01E/PT]||
C0015641|RID13280|fascia|Fascia [MTH2010AA/PN]||
CL405574|RID13281|subdivision of cardinal body part|Body part subdivision [SNOMEDCT_2010_01_31/PT]|principal body part subdivision|
C0933834|RID13282|subdivision of head|Region of head [SNOMEDCT_2010_01_31/PT]||
C0934422|RID13283|subdivision of face|Region of face [SNOMEDCT_2010_01_31/PT]||
C0015450|RID13284|face|Face [MTH2010AA/PN]||
CL406052|RID13285|cardinal tissue part|Tissue subdivision [UWDA173/PT]||
C0018494|RID13286|hair|hair [MTH2010AA/PN]||
C0502331|RID13287|membrane organ|Membrane (organ) [UWDA173/PT]||
C2333921|RID13289|anatomical fold|Anatomical fold [FMA2_0/PT]||
C0922959|RID13290|anatomical cluster|Anatomical cluster [UWDA173/PT]||
C0504079|RID13291|anatomical point|Anatomical point [UWDA173/PT]||
C1995016|RID13293|subdivision of mouth|Subdivision of mouth [MTH2010AA/PN]||
CL406046|RID13294|portion of fat|portion of fat [RADLEX3_33/PT]||
C0687028|RID13295|duct|Duct (organ) structure [MTH2010AA/PN]|ducts set|
C0024204|RID13296|lymph node|lymph nodes [MTH2010AA/PN]||
C0026724|RID13297|mucous membrane|Mucous Membrane [MTH2010AA/PN]|mucous membrane|
C0026724|RID13297|mucous membrane|Mucous Membrane [MTH2010AA/PN]|mucosa of organ|
C0026724|RID13297|mucous membrane|Mucous Membrane [MTH2010AA/PN]|organ mucosa|
CL406045|RID13298|portion of tissue|portion of tissue [RADLEX3_33/PT]|tissue|
C2338391|RID13299|membranous layer|Membranous layer [FMA2_0/PT]||
C0225205|RID13300|aponeurosis|Aponeurosis structure [MTH2010AA/PN]||
CL414745|RID13301|cartilage tissue|Cartilaginous Tissue [NCI2011_01E/PT]|cartilaginous tissue|
C0931978|RID13302|subdivision of external ear|Subdivision of external ear [UWDA173/PT]||
C0013455|RID13303|middle ear|middle ear [MTH2010AA/PN]||
CL405554|RID13304|surface of region of bone|surface of region of bone [RADLEX3_33/PT]||
CL405555|RID13306|wall of space|wall of space [RADLEX3_33/PT]||
C1183142|RID13307|set of immaterial anatomical entities|Set of non-material physical anatomical entities [UWDA173/PT]|non-material physical anatomical entities set|
C0934892|RID13308|acellular anatomical structure|Acellular anatomical structure [UWDA173/PT]||
CL405818|RID13309|radial sulcus|radial sulcus [RADLEX3_33/PT]|spiral groove|
C1184935|RID13310|supracondylar process|Supracondylar process [UWDA173/PT]||
C0225237|RID13311|fascia of arm|Brachial fascia [MTH2010AA/PN]||
C0225237|RID13312|brachial fascia|Brachial fascia [MTH2010AA/PN]||
CL406261|RID13314|tendinous arch of hypothenar muscle|tendinous arch of hypothenar muscle [RADLEX3_33/PT]||
C0225043|RID13315|inguinal ligament|Inguinal ligament [MTH2010AA/PN]||
C0224693|RID13316|obturator canal|Structure of obturator canal [MTH2010AA/PN]||
CL405578|RID13317|iliopsoas groove|iliopsoas groove [RADLEX3_33/PT]||
CL405576|RID13318|suprapiriform foramen|suprapiriform foramen [RADLEX3_33/PT]||
CL405577|RID13319|infrapiriform foramen|infrapiriform foramen [RADLEX3_33/PT]||
CL405552|RID13320|master knot of henry|master knot of henry [RADLEX3_33/PT]||
CL405796|RID13321|inferior calcaneal nerve|inferior calcaneal nerve [RADLEX3_33/PT]||
CL405579|RID13322|inferior medial heel|inferior medial heel [RADLEX3_33/PT]||
C0225270|RID13323|crural fascia|Structure of crural fascia [MTH2010AA/PN]||
C0827748|RID13324|fifth metatarsal|Bone of fifth metatarsal bone [UWDA173/PT]||
C0224011|RID13325|proximal epiphysis of fifth metatarsal bone|Base of fifth metatarsal bone [MTH2010AA/PN]|base of 5th metatarsal|
C0224011|RID13325|proximal epiphysis of fifth metatarsal bone|Base of fifth metatarsal bone [MTH2010AA/PN]|base of fifth metatarsal|
CL406118|RID13326|nerve to levator scapulae muscle|nerve to levator scapulae muscle [RADLEX3_33/PT]||
CL405595|RID13328|lumbrical muscle of hand of ring finger|lumbrical muscle of hand of ring finger [RADLEX3_33/PT]|lumbrical muscle of hand, ring finger|
CL405596|RID13329|lumbrical muscle of hand of small finger|lumbrical muscle of hand of small finger [RADLEX3_33/PT]|lumbrical muscle of hand, small finger|
CL406170|RID13330|common digital nerve of fourth web space|common digital nerve of fourth web space [RADLEX3_33/PT]||
C0446813|RID13331|ulnar digital nerve of ring finger|Ulnar digital nerve of ring finger [SNOMEDCT_2010_01_31/PT]||
CL406171|RID13332|radial digital nerve of small finger|radial digital nerve of small finger [RADLEX3_33/PT]||
CL406172|RID13333|ulnar digital nerve of small finger|ulnar digital nerve of small finger [RADLEX3_33/PT]||
C0457967|RID13334|superior subscapular nerve|Upper subscapular nerve [SNOMEDCT_2010_01_31/PT]|upper subscapular nerve|
C0457968|RID13335|inferior subscapular nerve|Lower subscapular nerve [SNOMEDCT_2010_01_31/PT]|lower subscapular nerve|
CL405591|RID13336|flexor digitorum profundus muscle of ring finger|flexor digitorum profundus muscle of ring finger [RADLEX3_33/PT]|flexor digitorum profundus muscle, ring finger|
CL405592|RID13337|flexor digitorum profundus muscle of small finger|flexor digitorum profundus muscle of small finger [RADLEX3_33/PT]|flexor digitorum profundus muscle, small finger|
CL405581|RID13338|extensor digitorum communis muscle of index finger|extensor digitorum communis muscle of index finger [RADLEX3_33/PT]|extensor digitorum communis muscle, index finger|
CL405582|RID13339|extensor digitorum communis muscle of long finger|extensor digitorum communis muscle of long finger [RADLEX3_33/PT]|extensor digitorum communis muscle, long finger|
CL405583|RID13340|extensor digitorum communis muscle of ring finger|extensor digitorum communis muscle of ring finger [RADLEX3_33/PT]|extensor digitorum communis muscle, ring finger|
CL405584|RID13341|extensor digitorum communis muscle of small finger|extensor digitorum communis muscle of small finger [RADLEX3_33/PT]|extensor digitorum communis muscle, small finger|
CL405589|RID13342|flexor digitorum profundus muscle of index finger|flexor digitorum profundus muscle of index finger [RADLEX3_33/PT]|flexor digitorum profundus muscle, index finger|
CL405590|RID13343|flexor digitorum profundus muscle of long finger|flexor digitorum profundus muscle of long finger [RADLEX3_33/PT]|flexor digitorum profundus muscle, long finger|
CL406144|RID13344|motor branch of median nerve|motor branch of median nerve [RADLEX3_33/PT]||
CL405593|RID13346|lumbrical muscle of hand of index finger|lumbrical muscle of hand of index finger [RADLEX3_33/PT]|lumbrical muscle of hand, index finger|
CL405594|RID13347|lumbrical muscle of hand of long finger|lumbrical muscle of hand of long finger [RADLEX3_33/PT]|lumbrical muscle of hand, long finger|
C0446817|RID13348|radial digital nerve of thumb|Radial digital nerve of thumb [SNOMEDCT_2010_01_31/PT]||
C0446811|RID13349|ulnar digital nerve of thumb|Ulnar digital nerve of thumb [SNOMEDCT_2010_01_31/PT]||
C0446818|RID13350|radial digital nerve of index finger|Radial digital nerve of index finger [SNOMEDCT_2010_01_31/PT]||
CL406145|RID13351|common digital nerve of second web space|common digital nerve of second web space [RADLEX3_33/PT]||
CL406147|RID13352|common digital nerve of third web space|common digital nerve of third web space [RADLEX3_33/PT]||
C0446814|RID13353|ulnar digital nerve of index finger|Ulnar digital nerve of index finger [SNOMEDCT_2010_01_31/PT]||
CL406146|RID13354|radial digital nerve of long finger|radial digital nerve of long finger [RADLEX3_33/PT]||
CL406148|RID13355|ulnar digital nerve of long finger|ulnar digital nerve of long finger [RADLEX3_33/PT]||
C0446819|RID13356|radial digital nerve of ring finger|Radial digital nerve of ring finger [SNOMEDCT_2010_01_31/PT]||
CL405580|RID13369|posterior elbow|posterior elbow [RADLEX3_33/PT]||
CL406050|RID13370|brachial fascia at elbow|brachial fascia at elbow [RADLEX3_33/PT]||
CL405551|RID13371|fourth dorsal compartment of wrist|fourth dorsal compartment of wrist [RADLEX3_33/PT]||
C0931704|RID13372|neural tree organ|Neural tree (organ) [UWDA173/PT]||
C0224362|RID13374|latissimus dorsi muscle|Structure of latissimus dorsi muscle [MTH2010AA/PN]||
CL405585|RID13375|flexor digitorum superficialis muscle of index finger|flexor digitorum superficialis muscle of index finger [RADLEX3_33/PT]|flexor digitorum superficialis muscle, index finger|
CL405586|RID13376|flexor digitorum superficialis muscle of long finger|flexor digitorum superficialis muscle of long finger [RADLEX3_33/PT]|flexor digitorum superficialis muscle, long finger|
CL405587|RID13377|flexor digitorum superficialis muscle of ring finger|flexor digitorum superficialis muscle of ring finger [RADLEX3_33/PT]|flexor digitorum superficialis muscle, ring finger|
CL405588|RID13378|flexor digitorum superficialis muscle of small finger|flexor digitorum superficialis muscle of small finger [RADLEX3_33/PT]|flexor digitorum superficialis muscle, small finger|
C1267100|RID13379|first lumbrical muscle of foot|First lumbrical muscle of foot [SNOMEDCT_2010_01_31/PT]||
C1267101|RID13381|second lumbrical muscle of foot|Second lumbrical muscle of foot [SNOMEDCT_2010_01_31/PT]||
C1267102|RID13382|third lumbrical muscle of foot|Third lumbrical muscle of foot [SNOMEDCT_2010_01_31/PT]||
C1267103|RID13383|fourth lumbrical muscle of foot|Fourth lumbrical muscle of foot [SNOMEDCT_2010_01_31/PT]||
C1184411|RID13384|segment of nerve|Subdivision of nerve [UWDA173/PT]|neural segment|
C1184411|RID13384|segment of nerve|Subdivision of nerve [UWDA173/PT]|segments of nerve|
CL405524|RID13386|supinator tunnel|supinator tunnel [RADLEX3_33/PT]||
C1179906|RID13389|material anatomical entity|Material physical anatomical entity [UWDA173/PT]||
C0700276|RID13390|anatomical structure|Anatomic structures [MTH2010AA/PN]||
C0507777|RID13391|organ component|Organ component [UWDA173/PT]||
C2337473|RID13392|organ component of neuraxis|Organ component of neuraxis [FMA2_0/PT]||
C2340365|RID13393|segment of neuraxis|Segment of neuraxis [MTH2010AA/PN]||
C2336667|RID13394|cell part cluster|Cell part cluster [FMA2_0/PT]||
C0682708|RID13395|white matter of neuraxis|White Matter [NCI2011_01E/PT]|white matter|
C0682708|RID13395|white matter of neuraxis|White Matter [NCI2011_01E/PT]|white substance|
C2333052|RID13396|gyrus of neuraxis|Gyrus of neuraxis [FMA2_0/PT]|neuraxis gyrus|
C2333052|RID13396|gyrus of neuraxis|Gyrus of neuraxis [FMA2_0/PT]|gyrus of cerebral hemisphere|
CL405523|RID13397|subdivision of subarachnoid space|Subdivision of subarachnoid space [FMA2_0/PT]||
C0504081|RID13398|limb segment|Subdivision of limb [UWDA173/PT]||
C0006441|RID13399|synovial bursa|Synovial bursa [MTH2010AA/PN]||
CL406053|RID13400|subdivision of fingernail|subdivision of fingernail [RADLEX3_33/PT]||
C0584876|RID13401|phalanx of toe|Bone structure of phalanx of foot [MTH2010AA/PN]||
CL405553|RID13402|space of neck|space of neck [RADLEX3_33/PT]||
C0920882|RID13403|subdivision of neck|Region of neck (body structure) [MTH2010AA/PN]||
CL406056|RID13404|subdivision of trunk|Region of trunk [MTH2010AA/PN]|region of trunk|
CL406056|RID13404|subdivision of trunk|Region of trunk [MTH2010AA/PN]|trunk subdivision|
CL378959|RID13405|subdivision of abdomen|Set of abdominal regions [UWDA173/PT]|abdominal regions set|
CL378959|RID13405|subdivision of abdomen|Set of abdominal regions [UWDA173/PT]|region of abdomen|
CL378959|RID13405|subdivision of abdomen|Set of abdominal regions [UWDA173/PT]|abdominal region|
CL378959|RID13405|subdivision of abdomen|Set of abdominal regions [UWDA173/PT]|abdominal subdivision|
C0796494|RID13406|anatomical lobe|lobe [MTH2010AA/PN]||
C0735409|RID13407|vestigial embryonic structure|Vestigial embryonic structure [UWDA173/PT]||
CL406048|RID13408|portion of connective tissue|portion of connective tissue [RADLEX3_33/PT]|connective tissue|
C0440790|RID13409|solid organ|Solid organ [SNOMEDCT_2010_01_31/PT]||
C0927229|RID13410|cavitated organ|Cavitated organ [UWDA173/PT]||
C1182856|RID13411|subdivision of alimentary system|Subdivision of alimentary system [UWDA173/PT]|alimentary system subdivision|
C2323511|RID13415|region of organ component|Region of organ component [FMA2_0/PT]|organ component region|
C2339184|RID13416|lobular organ component|Lobular organ component [FMA2_0/PT]||
C1409894|RID13417|sphincter|Sphincter [NCI2011_01E/PT]||
C1285092|RID13418|organ component gland|Gland [MTH2010AA/PN]|glands set|
C0927223|RID13419|lobular organ|Lobular organ [UWDA173/PT]||
C0581755|RID13420|muscle of trunk|Skeletal muscle structure of trunk [MTH2010AA/PN]|trunk muscle|
C0036098|RID13421|salivary gland|Salivary Glands [MTH2010AA/PN]|saliv|
CL405575|RID13422|subdivision of nose|Region of nose [SNOMEDCT_2010_01_31/PT]||
C1268121|RID13424|segment of large intestine|Large intestine part [SNOMEDCT_2010_01_31/PT]|large intestinal segment|
CL405556|RID13426|superior and inferior articular surface of meniscus|superior and inferior articular surface of meniscus [RADLEX3_33/PT]||
CL405557|RID13427|free edge of meniscus|free edge of meniscus [RADLEX3_33/PT]||
C0332501|RID13428|globular|Sphere [NCI2011_01E/PT]||
C0039097|RID13429|synovial fluid|Synovial Fluid [MTH2010AA/PN]||
CL406677|RID13430|touch|touch [RADLEX3_33/PT]|abut|
C1301886|RID13432|diameter|Caliber [MTH2010AA/PN]||
CL406655|RID13433|subcentimeter|subcentimeter [RADLEX3_33/PT]||
CL406654|RID13434|subpleural|subpleural [RADLEX3_33/PT]||
C0024109|RID13437|lungs|Lung [MTH2010AA/PN]||
C0733938|RID13438|pancreatic lymph node|Peripancreatic lymph node [SNOMEDCT_2010_01_31/PT]|pancreaticolienal lymph node|
C0733938|RID13438|pancreatic lymph node|Peripancreatic lymph node [SNOMEDCT_2010_01_31/PT]|peripancreatic lymph node|
C0733938|RID13438|pancreatic lymph node|Peripancreatic lymph node [SNOMEDCT_2010_01_31/PT]|aJCC level 19 node|
C1301886|RID13440|caliber|Caliber [MTH2010AA/PN]||
C0506706|RID13441|physical anatomical entity|Physical anatomical entity [SNOMEDCT_2010_01_31/PT]||
C1179879|RID13442|non-physical anatomical entity|Conceptual anatomical entity [UWDA173/PT]||
C0927230|RID13444|organ with organ cavity|Organ with organ cavity [UWDA173/PT]||
C0927232|RID13445|neuraxis|Neuraxis [MTH2010AA/PN]|cNS|
C0927232|RID13445|neuraxis|Neuraxis [MTH2010AA/PN]|central nervous system|
C0927232|RID13445|neuraxis|Neuraxis [MTH2010AA/PN]|cerebrospinal axis|
C0927232|RID13445|neuraxis|Neuraxis [MTH2010AA/PN]|CNS|
C0206417|RID13446|peripheral nervous system|Peripheral Nervous System [MTH2010AA/PN]||
CL405819|RID13447|leptomeningeal sac|leptomeningeal sac [RADLEX3_33/PT]||
C0935295|RID13448|nonparenchymatous organ|Nonparenchymatous organ [UWDA173/PT]||
C0228815|RID13449|cervical nerve|Cervical spinal nerve [MTH2010AA/PN]||
C0039983|RID13450|thoracic nerve|Structure of thoracic nerve [MTH2010AA/PN]||
C0228897|RID13451|lumbar nerve|Lumbar nerve [MTH2010AA/PN]||
C0228922|RID13452|sacral nerve|Sacral nerve [MTH2010AA/PN]||
C0228967|RID13453|coccygeal nerve|Structure of coccygeal nerve [MTH2010AA/PN]||
C0501383|RID13454|variant spinal nerve|Variant spinal nerve [UWDA173/PT]||
CL405814|RID13455|nerve to sternocleidomastoid|Nerve to sternocleidomastoid [FMA2_0/PT]||
C0228968|RID13456|anococcygeal nerve|Structure of anococcygeal nerve [MTH2010AA/PN]||
CL405815|RID13457|nerve to subcostal muscle|Nerve to subcostal muscle [FMA2_0/PT]||
C0206250|RID13458|autonomic nerve|Autonomic nerve structure [MTH2010AA/PN]|autonomic nerves set|
C0206250|RID13458|autonomic nerve|Autonomic nerve structure [MTH2010AA/PN]|autonomic nerves|
C0228972|RID13459|sympathetic trunk|Sympathetic trunk structure [MTH2010AA/PN]|sympathetic chain|
C0037991|RID13460|splanchnic nerve|Splanchnic Nerves [MSH2010_2010_02_22/MH]||
C0501664|RID13461|thoracic splanchnic nerve|Thoracic splanchnic nerve [UWDA173/PT]||
C0229021|RID13462|lumbar splanchnic nerve|Structure of lumbar splanchnic nerve [MTH2010AA/PN]|lumbar splanchnic nerves|
C0229021|RID13462|lumbar splanchnic nerve|Structure of lumbar splanchnic nerve [MTH2010AA/PN]|lumbar splanchnic nerves set|
C0229023|RID13463|sacral splanchnic nerve|Structure of sacral splanchnic nerves [MTH2010AA/PN]|sacral splanchnic nerves set|
C0229023|RID13463|sacral splanchnic nerve|Structure of sacral splanchnic nerves [MTH2010AA/PN]|sacral splanchnic nerves|
C0229025|RID13464|pelvic splanchnic nerve|Structure of pelvic splanchnic nerve [MTH2010AA/PN]|pelvic splanchnic nerves set|
C0229025|RID13464|pelvic splanchnic nerve|Structure of pelvic splanchnic nerve [MTH2010AA/PN]|pelvic splanchnic nerves|
C0229025|RID13464|pelvic splanchnic nerve|Structure of pelvic splanchnic nerve [MTH2010AA/PN]|parasympathetic root of pelvic ganglia|
C0229012|RID13465|greater thoracic splanchnic nerve|Structure of greater splanchnic nerve [MTH2010AA/PN]||
C0229014|RID13466|lesser thoracic splanchnic nerve|Structure of lesser splanchnic nerve [MTH2010AA/PN]||
C0229016|RID13467|least thoracic splanchnic nerve|Structure of least splanchnic nerve [MTH2010AA/PN]|renal branch of lesser splanchnic nerve|
C0502167|RID13468|first lumbar splanchnic nerve|First lumbar splanchnic nerve [UWDA173/PT]||
C0502168|RID13469|second lumbar splanchnic nerve|Second lumbar splanchnic nerve [UWDA173/PT]||
C0502169|RID13470|third lumbar splanchnic nerve|Third lumbar splanchnic nerve [UWDA173/PT]||
C0502170|RID13471|fourth lumbar splanchnic nerve|Fourth lumbar splanchnic nerve [UWDA173/PT]||
CL405816|RID13472|cranial nerve-tract complex|cranial nerve-tract complex [RADLEX3_33/PT]||
C1179134|RID13473|optic nerve-tract complex|Optic nerve/tract complex [UWDA173/PT]||
C2337016|RID13474|olfactory nerve-tract complex|Olfactory nerve-tract complex [FMA2_0/PT]||
C0815008|RID13475|cerebral subcortex|Cerebral subcortex [FMA2_0/PT]|cerebral medulla|
C2334105|RID13477|ventricular system of neuraxis|Ventricular system of neuraxis [FMA2_0/PT]||
C2332991|RID13478|wall of ventricular system of neuraxis|Wall of ventricular system of neuraxis [FMA2_0/PT]||
C2326202|RID13479|pathway structure of neuraxis|Pathway structure of neuraxis [FMA2_0/PT]|anatomical pathway of neuraxis|
C2325875|RID13480|layer of neocortex|Layer of neocortex [FMA2_0/PT]|neocortex layer|
C2325875|RID13480|layer of neocortex|Layer of neocortex [FMA2_0/PT]|lamina of neocortex|
C2337291|RID13481|thalamic complex|Thalamic complex [FMA2_0/PT]||
C2329648|RID13482|isothalamus|Isothalamus [FMA2_0/PT]||
CL406259|RID13483|allathalamus|allathalamus [RADLEX3_33/PT]||
C0010087|RID13485|tectal plate|Tectal plate [MTH2010AA/PN]|quadrigeminal plate|
C2330892|RID13486|subcortex of right cerebral hemisphere|Right cerebral subcortex [FMA2_0/PT]|right cerebral subcortex|
C2327373|RID13487|subcortex of left cerebral hemisphere|Left cerebral subcortex [FMA2_0/PT]|left cerebral subcortex|
C2338333|RID13489|anterolateral system structure|Anterolateral system structure [FMA2_0/PT]|anterolateral system|
C2338333|RID13489|anterolateral system structure|Anterolateral system structure [FMA2_0/PT]|anatomical anterolateral system|
C2338333|RID13489|anterolateral system structure|Anterolateral system structure [FMA2_0/PT]|anterolateral system structure of neuraxis|
C2338333|RID13489|anterolateral system structure|Anterolateral system structure [FMA2_0/PT]|aLS structure|
CL406250|RID13490|right dorsal column-medial leminscal pathway structure|right dorsal column-medial leminscal pathway structure [RADLEX3_33/PT]||
CL406251|RID13491|left dorsal column-medial leminscal pathway structure|left dorsal column-medial leminscal pathway structure [RADLEX3_33/PT]||
C2328212|RID13492|right anterolateral system structure|Right anterolateral system structure [FMA2_0/PT]||
CL406254|RID13493|left anterolateral system structure|Left anterolateral system structure [FMA2_0/PT]||
