rel_mg_tally|qa_test_name|Count of the number of lines in MRREL by MG values.|
rel_sab_tally|qa_test_name|Count of the number of lines in MRREL by SAB values.|
rel_sl_tally|qa_test_name|Count of the number of lines in MRREL by SL values.|
rel_sab_sl_tally|qa_test_name|Count of the number of lines in MRREL by SAB,SAB values.|
rel_r_s_s_tally|qa_test_name|Count of the number of lines in MRREL by REL,SAB,SL values.|
rel_r_r_s_s_tally|qa_test_name|Count of the number of lines in MRREL by REL,RELA,SAB,SL values.|
rel_rrss_selfref_tally|qa_test_name|Count of the number of lines in MRREL by REL,RELA,SAB,SL values where CUI1=CUI2.|
rel_selfref_cnt|qa_test_name|Count of the number of lines in MRREL where CUI1=CUI2.|
sat_row_cnt|qa_test_name|Count of the number of lines in MRSAT.|
sat_cui_cnt|qa_test_name|Count of the number of distinct CUI values in MRSAT.|
sat_lui_cnt|qa_test_name|Count of the number of distinct LUI values in MRSAT.|
sat_sui_cnt|qa_test_name|Count of the number of distinct SUI values in MRSAT.|
sat_cls_cnt|qa_test_name|Count of the number of distinct CUI,LUI,SUI values in MRSAT.|
sat_cs_cnt|qa_test_name|Count of the number of distinct CUI,SUI values in MRSAT.|
sat_scd_sab_tally|qa_test_name|Count of the number of lines in MRSAT by SAB,CODE values.|
sat_atn_tally|qa_test_name|Count of the number of lines in MRSAT by ATN values.|
sat_sab_tally|qa_test_name|Count of the number of lines in MRSAT by SAB values.|
sat_atn_sab_tally|qa_test_name|Count of the number of lines in MRSAT by ATN,SAB values.|
lo_row_cnt|qa_test_name|Count of the number of lines in MRLO.|
lo_cui_cnt|qa_test_name|Count of the number of distinct CUI values in MRLO.|
lo_sui_cnt|qa_test_name|Count of the number of distinct SUI values in MRLO.|
lo_isn_tally|qa_test_name|Count of the number of lines in MRSO by ISN values.|
lo_isn_un_tally|qa_test_name|Count of the number of lines in MRSO by ISN,UN values.|
lo_sna_cnt|qa_test_name|Count of the number of lines in MRSO by SNA values.|
lo_soui_cnt|qa_test_name|Count of the number of lines in MRSO by SOUI values.|
atx_row_cnt|qa_test_name|Count of the number of lines in MRATX.|
atx_cui_cnt|qa_test_name|Count of the number of distinct CUI values in MRATX.|
atx_sab_tally|qa_test_name|Count of the number of lines in MRATX by SUI values.|
atx_sab_rel_tally|qa_test_name|Count of the number of lines in MRATX by SAB,REL values.|
atx_selfref_sab_tally|qa_test_name|Count of the number of lines in MRATX by SAB values where the ATX string is in the CUI.|
sab_row_cnt|qa_test_name|Count of the number of lines in MRSAB.|
sab_vcui_cnt|qa_test_name|Count of the number of distinct VCUI values in MRSAB.|
sab_rcui_cnt|qa_test_name|Count of the number of distinct RCUI values in MRSAB.|
sab_vsab_cnt|qa_test_name|Count of the number of distinct VSAB values in MRSAB (should match sab_vcui_cnt).|
sab_sf_lat_cnt|qa_test_name|Count of the number of distinct SF,LAT values in MRSAB.|
content_view_name|form_field|The display name of the content view.|
a|form_field|b|
form_field|valid_code_type|Description of a form field|
content_view_contributor|form_field|The contributor of the content view.|
content_view_contributor_version|form_field|The content view version number from the perspective of the contributor.|
content_view_contributor_date|form_field|The content view version date from the perspective of the contributor.|
content_view_maintainer_date|form_field|The content view version date from the perspective of the maintainer.|
content_view_maintainer_version|form_field|The content view version number from the perspective of the maintainer.|
content_view_maintainer|form_field|The authority responsible for maintaining the content view.  Typically will be either the same as the contributor or NLM.|
content_view_class|form_field|The class of the content view as defined in the documentation.|
content_view_category|form_field|The high level category to which this content view belongs.  For example, it may be an NLP (Natural Language Processing) content view.|
content_view_subcategory|form_field|The sub category to which this content view belongs.  For example, an NLP (Natural Language Processing) content view may specifically be relevant in a Clinical context.|
content_view_code|form_field|The value representing the CVF bit assigned to this content view.|
content_view_description|form_field|Overall description of what is this content view represents. May be up to 4000 characters.|
content_view_algorithm|form_field|Either a description of the algorithm used to create the members of the content view or an actual SQL query that runs in the mid and selects a <tt>meta_ui</tt> column which is used to directly insert into the content view members table.|
content_view_generated|form_field|Indicates whether or not members of the set were generated from an SQL query.  This field need not be edited as it is set by the system.|
content_view_cascade|form_field|Indicates whether or not information connected to members of the content view should also be included in the view.  For example, if the view is defined as a set of AUI values, should the attributes, relationships, contexts, etc. connected to those AUI values also be included in the content view.|
CM|table_name|cui_map|
ATUI|ui_length|8|
ui_length|valid_code_type|The digit length after the prefix of aMetathesaurus identifier.  For example 7 digits in a CUI value|
CUI|ui_length|7|
AUI|ui_length|7|
RUI|ui_length|8|
LUI|ui_length|7|
SUI|ui_length|7|
ISUI|ui_length|7|
ui_prefix|valid_code_type|The prefix used on a type of Metathesaurus identifier.  For example a C in a CUI value,|
ATUI|ui_prefix|AT|
AUI|ui_prefix|A|
RUI|ui_prefix|R|
CUI|ui_prefix|C|
SUI|ui_prefix|S|
ISUI|ui_prefix|I|
LUI|ui_prefix|L|
RUI|sg_type|RUI value|
RUI|map_sg_type|Relationship unique identifier|
no_remap_sg_type|valid_code_type|Code representing a type of id that should not be periodically remapped|
SOURCE_CUI|no_remap_sg_type|Do not remap this type|
SOURCE_DUI|no_remap_sg_type|Do not remap this type|
SOURCE_AUI|no_remap_sg_type|Do not remap this type|
SOURCE_RUI|no_remap_sg_type|Do not remap this type|
ROOT_SOURCE_RUI|no_remap_sg_type|Do not remap this type|
ROOT_SOURCE_AUI|no_remap_sg_type|Do not remap this type|
ROOT_SOURCE_DUI|no_remap_sg_type|Do not remap this type|
ROOT_SOURCE_CUI|no_remap_sg_type|Do not remap this type|
STRIPPED_SOURCE_CUI|no_remap_sg_type|Do not remap this type|
STRIPPED_SOURCE_DUI|no_remap_sg_type|Do not remap this type|
STRIPPED_SOURCE_AUI|no_remap_sg_type|Do not remap this type|
STRIPPED_SOURCE_RUI|no_remap_sg_type|Do not remap this type|
