Tay-Sachs Disease|C85184|C0039373|111385000|Tay-Sachs disease (disorder)|
Testicular Neoplasm|C3404|C0039590|126900000|Neoplasm of testis (disorder)|
Tetralogy of Fallot|C84505|C0039685|86299006|Tetralogy of Fallot (disorder)|
Trichinosis|C85199|C0040896|88264003|Infection by larvae of Trichinella spiralis (disorder)|
Tricuspid Atresia|C85202|C0243002|253455004|Right atrioventricular valve atresia (disorder)|
Urticaria Pigmentosa/Maculopapular Cutaneous Mastocytosis|C3433|C0042111|78745000|Urticaria pigmentosa (disorder)|
Uveomeningoencephalitic Syndrome|C85218|C0042170|193497004|Vogt-Koyanagi-Harada disease (disorder)|
Waardenburg Syndrome|C85222|C0043008|47434006|Waardenburg's syndrome (disorder)|
Waldenstrom Macroglobulinemia|C80307|C0024419|||
Weill-Marchesani Syndrome|C85226|C0265313|2884008|Weill-Marchesani syndrome (disorder)|
Whooping Cough|C85231|C0043167|27836007|Pertussis (disorder)|
Wilms Tumor-Aniridia-Genitourinary Anomalies-Mental Retardation Syndrome|C3718|C0206115|4135001|11p partial monosomy syndrome (disorder)|
Wolfram Syndrome|C35133|C0043207|70694009|Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder)|
Xeroderma Pigmentosum|C3452|C0043346|44600005|Xeroderma pigmentosum (disorder)|
X-Linked Dominant Hypophosphatemic Rickets|C85234|C0733682|82236004|Familial x-linked hypophosphatemic vitamin D refractory rickets (disorder)|
X-Linked Ichthyosis|C84779|C0079588|402771003|X-linked recessive ichthyosis (disorder)|
Zellweger Syndrome|C85239|C0043459|88469006|Zellweger syndrome (disorder)|
Zollinger Ellison Syndrome|C3453|C0043515|53132006|Zollinger-Ellison syndrome (disorder)|
5' 10' Methylenetetrahydrofolate Reductase Deficiency|C84524|C0268615|41797007|5,10-Methylenetetrahydrofolate reductase deficiency (disorder)|
Achromatopsia|C84528|C0152200|56852002|Achromatopsia (disorder)|
Acrodermatitis|C84532|C0001197|8197001|Acrodermatitis (disorder)|
Acute Myeloid Leukemia|C3171|C0023467|17788007|Acute myeloid leukemia|
Acute Renal Failure|C26808|C0022660|14669001|Acute renal failure syndrome (disorder)|
Adrenal Gland Pheochromocytoma|C3326|C0031511|302835009|Pheochromocytoma (disorder)|
African Trypanosomiasis|C84541|C0041228|27031003|African trypanosomiasis (disorder)|
Aganglionic Megacolon|C34700|C0019569|367495003|Macrocolon (disorder)|
Aganglionic Megacolon|C34700|C0019569|360436002|Congenital megacolon (disorder)|
Alveolar Rhabdomyosarcoma|C3749|C0206655|63449009|Alveolar rhabdomyosarcoma|
Ameloblastoma|C4313|C0002448|189902002|[M]Ameloblastoma NOS|
Androgen Insensitivity Syndrome|C27226|C0936016|52832001|Testicular feminization (disorder)|
Anthracosis|C34390|C0003165|29422001|Coal workers' pneumoconiosis (disorder)|
Antiphospholipid Syndrome|C61283|C0085278|26843008|Antiphospholipid syndrome (disorder)|
Aortic Arch Syndrome|C34391|C0003490|359789008|Takayasu's disease (disorder)|
Arnold-Chiari Malformation|C84570|C0003803|253184003|Chiari malformation (disorder)|
Arrhythmogenic Right Ventricular Dysplasia|C84571|C0349788|281170005|Arrhythmogenic right ventricular cardiomyopathy (disorder)|
Balkan Endemic Nephropathy|C84584|C0004698|26121002|Balkan nephropathy (disorder)|
Barth Syndrome|C84585|C0574083|297231002|3-Methylglutaconic aciduria type 2 (disorder)|
Beckwith-Wiedemann Syndrome|C34415|C0004903|81780002|Beckwith-Wiedemann syndrome (disorder)|
Benign Mucous Membrane Pemphigoid|C34907|C0030804|34250006|Benign mucous membrane pemphigoid (disorder)|
Benign Neoplasm|C3677|C0086692|20376005|Benign neoplastic disease (disorder)|
Benign Prostatic Hyperplasia|C2897|C0005001|266569009|Benign prostatic hyperplasia (disorder)|
Biliary Atresia|C34421|C0005411|82821008|Congenital atresia of extrahepatic bile duct (disorder)|
Biotinidase Deficiency|C84598|C0220754|8808004|Biotinidase deficiency (disorder)|
Botulism|C84599|C0006057|398565003|Infection due to clostridium botulinum (disorder)|
Brachial Plexus Neuritis|C84600|C0221759|26609002|Neuralgic amyotrophy (disorder)|
Bullous Pemphigoid|C84389|C0030805|86142006|Pemphigoid (disorder)|
Carcinoma|C2916|C0007097|189549006|[M]Carcinoma NOS|
Carotid Artery Disorder|C84476|C0007273|371160000|Disorder of carotid artery (disorder)|
Central Pontine Myelinolysis|C84623|C0206083|6807001|Central pontine myelinolysis (disorder)|
Cervical Carcinoma|C9039|C0302592|285432005|Carcinoma of cervix (disorder)|
Cervicocranial Syndrome|C34411|C0376378|17300000|Cervicocranial syndrome (disorder)|
Charcot-Marie-Tooth Disease|C75467|C0027888|398100001|Hereditary motor and sensory neuropathy (disorder)|
Cholecystitis|C34465|C0008325|76581006|Cholecystitis (disorder)|
Chondrodysplasia Punctata|C84632|C0008445|360507004|Chondrodysplasia punctata congenita (disorder)|
Chondrodysplasia Punctata|C84632|C0008445|278715001|Chondrodysplasia punctata (stippled epiphyses) group (disorder)|
Choroid Plexus Papilloma|C3698|C0205770|18021007|[M]Choroid plexus papilloma NOS|
Citrullinemia|C84639|C0175683|398680004|Citrullinemia (disorder)|
Citrullinemia|C84639|C0175683|124711003|Deficiency of argininosuccinate synthase (disorder)|
Cogan-Reese Syndrome|C84644|C1168173|404633004|Cogan-Reese syndrome (disorder)|
Condyloma Acuminatum|C2960|C0009663|266113007|Genital warts (disorder)|
Congenital Pure Red Cell Aplasia|C61236|C1260899|234371002|Congenital pure red cell aplasia (disorder)|
Cor Triatriatum|C84651|C0009995|55510008|Cor triatriatum (disorder)|
Deletion 18q Syndrome|C84522|C0432443|270889005|Deletion of long arm of chromosome 18 (disorder)|
Diabetic Eye Disease|C84420|C0342245|25093002|Diabetic oculopathy (disorder)|
Diabetic Nephropathy|C84417|C0011881|197605007|Nephrotic syndrome in diabetes mellitus (disorder)|
Diabetic Nephropathy|C84417|C0011881|127013003|Diabetic renal disease (disorder)|
Distal Muscular Dystrophy|C84675|C0751336|58795000|Distal muscular dystrophy (disorder)|
Duchenne Muscular Dystrophy|C75482|C0013264|76670001|Duchenne muscular dystrophy (disorder)|
Encephalocele|C84687|C0014065|48777005|Cranioschisis (disorder)|
Endocarditis|C34582|C0014118|56819008|Endocarditis (disorder)|
Epidermolytic Hyperkeratosis|C62569|C0079153|254167000|Bullous ichthyosiform erythroderma (disorder)|
Facial Nerve Paralysis|C26769|C0015469|46382007|Peripheral nerve facial nerve paralysis (disorder)|
Fanconi Syndrome|C3034|C0015624|236466005|Congenital Fanconi syndrome (disorder)|
Fetal Alcohol Syndrome|C84713|C0015923|36558000|Fetus OR newborn affected by alcohol transmitted via placenta AND/OR breast milk (disorder)|
Fetal Alcohol Syndrome|C84713|C0015923|205791004|Fetus and newborn affected by maternal use of alcohol (disorder)|
Gastric Antral Vascular Ectasia|C84724|C0267211|43935004|Watermelon stomach (disorder)|
Giant Hypertrophic Gastritis|C67277|C0017155|413219009|Hypertrophic gastropathy (disorder)|
Gitelman Syndrome|C84730|C0268450|3188003|Familial hypokalemia-hypomagnesemia (disorder)|
Glioblastoma|C3058|C0017636|269506004|[M]Glioblastoma NOS|
Glycogen Storage Disease Type I|C84733|C0017920|7265005|Glycogen storage disease, type I (disorder)|
Glycogen Storage Disease Type II|C84734|C0017921|267424007|Generalized glycogenosis (disorder)|
Glycogen Storage Disease Type II|C84734|C0017921|124454007|Deficiency of glucan 1,4-alpha-glucosidase (disorder)|
Glycogen Storage Disease Type V|C84738|C0017924|55912009|Glycogen storage disease, type V (disorder)|
GM1 Gangliosidosis|C84739|C0085131|32917001|GM 1 gangliosidosis (disorder)|
Hairy Cell Leukemia|C7402|C0023443|118613001|Hairy cell leukemia (disorder)|
Heart Failure|C50577|C0018801|84114007|Heart failure (disorder)|
Hemangiopericytoma|C3087|C0018922|36060005_197194018|Hemangiopericytic meningioma [obs]|
Hemangiopericytoma|C3087|C0018922|134335004|Hemangiopericytoma (disorder)|
Hemolytic Uremic Syndrome|C75545|C0019061|111407006|Hemolytic uremic syndrome (disorder)|
Hemophilia A|C27146|C0019069|28293008|Hemophilia A (disorder)|
Hepatitis A Infection|C3096|C0019159|40468003|Viral hepatitis, type A (disorder)|
HMG-CoA Lyase Deficiency|C84523|C0268601|124611007|Deficiency of hydroxymethylglutaryl-CoA lyase (disorder)|
Huntington's Disease|C82342|C0020179|58756001|Huntington's chorea (disorder)|
Hydrocephalus|C3111|C0020255|230745008|Hydrocephalus (disorder)|
Hyperlipoproteinemia Type I|C84771|C0023817|403827000|Familial lipoprotein lipase deficiency with type I phenotype (disorder)|
Hypertrophic Cardiomyopathy|C34449|C0007194|45227007|Hypertrophic obstructive cardiomyopathy (disorder)|
Hypoalphalipoproteinemia|C84774|C0473527|190785000|Hypoalphalipoproteinemia (disorder)|
Ichthyosis Vulgaris|C84778|C0079584|254157005|Ichthyosis vulgaris (disorder)|
Idiopathic Pulmonary Fibrosis|C35716|C1800706|236302005|Acute interstitial pneumonia (disorder)|
Imperforate Anus|C84784|C0003466|204712000|Anal atresia (disorder)|
Inclusion Body Myositis|C84786|C0238190|72315009|Inclusion body myositis (disorder)|
Juvenile Osteochondrosis of Spine|C34999|C0036310|53406005|Juvenile osteochondrosis of spine (disorder)|
Krukenberg Tumor|C3153|C0022790|94455000|Secondary malignant neoplasm of ovary (disorder)|
Lamellar Ichthyosis|C84805|C0079154|205550003|Lamellar ichthyosis (disorder)|
Langerhans Cell Histiocytosis|C3107|C0019621|190955000|Histiocytosis X syndrome (disorder)|
Leiomyosarcoma|C3158|C0023269|189790006|[M]Leiomyosarcoma NOS|
Leptospirosis|C84825|C0023364|77377001|Leptospirosis (disorder)|
Lichen Sclerosus et Atrophicus|C26817|C0023652|25674000|Lichen sclerosus et atrophicus (disorder)|
Limb-Girdle Muscular Dystrophy|C84828|C0686353|93153005|Limb-girdle muscular dystrophy (disorder)|
Long QT Syndrome|C34786|C0023976|9651007|Long QT syndrome (disorder)|
Lymphoblastic Lymphoma|C9360|C0079748|188675007|Malignant lymphoma - small cleaved cell (disorder)|
Macroglossia|C84832|C0024421|25273001|Enlargement of tongue (disorder)|
Macular Degeneration|C84391|C0242383|267718000|Age-related macular degeneration (disorder)|
Menkes Disease|C75486|C0022716|59178007|Menkes kinky-hair syndrome (disorder)|
Merkel Cell Carcinoma|C9231|C0007129|253001006_376798010|Merkel cell carcinoma|
MERRF Syndrome|C84889|C0162672|57254004|Fukuhara syndrome (disorder)|
Metabolic Syndrome|C84442|C0524620|237602007|Metabolic syndrome X (disorder)|
Mitral Valve Prolapse|C50655|C0026267|8074002|J.B. Barlow's syndrome (disorder)|
Mucolipidosis Type IV|C84896|C0238286|111384001|Ganglioside sialidase deficiency (disorder)|
Mucopolysaccharidosis Type I|C85053|C0023786|75610003|Mucopolysaccharidosis, MPS-I (disorder)|
Mycosis Fungoides|C3246|C0026948|118618005|Mycosis fungoides (disorder)|
Myeloid Sarcoma|C3520|C0152276|35287006|Myeloid sarcoma|
Narcolepsy|C84489|C0027404|60380001|Narcolepsy (disorder)|
Necrotizing Enterocolitis|C84915|C0520459|2707005|Necrotizing enterocolitis in fetus OR newborn (disorder)|
Neonatal Respiratory Distress Syndrome|C27560|C0035220|46775006|Respiratory distress syndrome in the newborn (disorder)|
Neoplasm of the Diffuse Neuroendocrine System|C2879|C0003650|74926005|Apudoma|
Nephrogenic Diabetes Insipidus|C84919|C0162283|111395007|Nephrogenic diabetes insipidus (disorder)|
Nesidioblastosis|C4375|C0027773|42681006|Islet cell hyperplasia (disorder)|
Neuroacanthocytosis|C84926|C0393576|66881004|Choreoacanthocytosis (disorder)|
Neurocysticercosis|C84932|C0338437|187148002|Cysticercosis of central nervous system (disorder)|
Neuroglial Tumor|C3059|C0017638|74532006|Malignant glioma|
Non-Hodgkin Lymphoma|C3211|C0024305|1929004_199955010|Malignant lymphoma, small cell, noncleaved, diffuse [obs]|
Noonan Syndrome|C34854|C0028326|205824006|Noonan's syndrome (disorder)|
Obesity|C3283|C0028754|415530009|Simple obesity (disorder)|
Obesity|C3283|C0028754|414916001|Obesity (disorder)|
Olivopontocerebellar Atrophy|C84947|C0028968|67761004|Olivopontocerebellar degeneration (disorder)|
Oral Neoplasm|C8989|C0026640|||
Organoid Nevus|C4678|C0265318|52298009|Linear sebaceous nevus sequence (disorder)|
Osteomalacia|C26838|C0029442|4598005|Osteomalacia (disorder)|
Paraplegia|C50687|C0030486|60389000|Paraplegia (disorder)|
Parapsoriasis|C3312|C0030491|88233000|Parapsoriasis (disorder)|
Parapsoriasis|C3312|C0030491|238592008|Chronic superficial scaly dermatitis (disorder)|
Parkinson's Disease|C26845|C0030567|49049000|Parkinson's disease (disorder)|
Pars Planitis|C34903|C0030593|45688009|Pars planitis (disorder)|
Pemphigoid Gestationis|C85003|C0019343|86081009|Herpes gestationis (disorder)|
Primary Biliary Cirrhosis|C27167|C0008312|1761006|Biliary cirrhosis (disorder)|
Progressive Multifocal Leukoencephalopathy|C26815|C0023524|22255007|Progressive multifocal leukoencephalopathy (disorder)|
Progressive Myoclonus Epilepsy|C7636|C0751778|267581004|Progressive myoclonic epilepsy (disorder)|
Proteus Syndrome|C85032|C0085261|23150001|Proteus syndrome (disorder)|
Pseudoxanthoma Elasticum|C85036|C0033847|252246005|Pseudoxanthoma elasticum (disorder)|
Psoriasis|C3346|C0033860|9014002|Psoriasis (disorder)|
Pulmonary Alveolar Proteinosis|C85037|C0034050|10501004|Pulmonary alveolar proteinosis (disorder)|
Pulmonary Sarcoidosis|C34997|C0036205|24369008|Pulmonary sarcoidosis (disorder)|
Pyruvate Carboxylase Deficiency|C85040|C0034341|87694001|Pyruvate carboxylase deficiency (disorder)|
Rabies|C28182|C0034494|14168008|Rabies (disorder)|
Renal Failure|C4376|C0341697|42399005|Renal failure syndrome (disorder)|
Retinopathy|C62601|C0035309|399625000|Retinopathy (disorder)|
Retinoschisis|C85046|C0152439|44268007|Retinoschisis (disorder)|
Retroperitoneal Fibrosis|C26876|C0035357|49120005|Retroperitoneal fibrosis (disorder)|
Rheumatic Fever|C34984|C0035436|81077008|Acute rheumatic arthritis (disorder)|
Rheumatic Fever|C34984|C0035436|58718002|Rheumatic fever (disorder)|
Rheumatoid Arthritis|C2884|C0003873|69896004|Rheumatoid arthritis (disorder)|
Scimitar Syndrome|C85056|C0036400|111323005|Total anomalous pulmonary venous return (disorder)|
Scleredema Adultorum|C85057|C0036413|95323007|Scleredema (disorder)|
Scleroderma|C26746|C0011644|201441006|Scleroderma (disorder)|
Seminoma|C9309|C0036631|189841001|[M]Seminoma NOS|
Sinus Histiocytosis|C85069|C0019625|||
Skin Pigmentation Disorder|C34557|C1704421|46690002|Disorder of skin pigmentation (disorder)|
Skin Pigmentation Disorder|C34557|C1704421|414032001|Disorder of pigmentation (disorder)|
Sly Syndrome|C84903|C0085132|124470009|Deficiency of beta-glucuronidase (disorder)|
Spinal Muscular Atrophy|C85075|C0026847|5262007|Spinal muscular atrophy (disorder)|
Squamous Cell Carcinoma|C2929|C0007137|402815007|Squamous cell carcinoma (disorder)|
Stargardt Disease|C85078|C0271093|70099003|Stargardt's disease (disorder)|
Subependymoma|C3795|C0206725|4553004|Subependymal glioma|
Superior Vena Cava Syndrome|C3396|C0038833|63363004|Superior vena cava syndrome (disorder)|
Tabes Dorsalis|C35057|C0039223|51928006|General paresis - neurosyphilis (disorder)|
Takayasu Arteritis|C35062|C0039263|359789008|Takayasu's disease (disorder)|
Tangier Disease|C85182|C0039292|15346004|Familial hypoalphalipoproteinemia (disorder)|
Tarsal Tunnel Syndrome|C85183|C0039319|47374004|Tarsal tunnel syndrome (disorder)|
T-Cell Large Granular Lymphocyte Leukemia|C4664|C1955861|55081009|T-gamma lymphoproliferative disease|
Thalassemia|C35069|C0039730|84188003|Thalassemia syndrome (disorder)|
Thalassemia Major|C34375|C0002875|26682008|Homozygous beta thalassemia (disorder)|
Thyroid Hormone Resistance Syndrome|C85191|C0242604|237559000|Thyroid hormone resistance syndrome (disorder)|
Tracheobronchomalacia|C85195|C0340231|233788001|Tracheobronchomalacia (disorder)|
Treponemal Infection|C85197|C0040843|76272004|Syphilis (disorder)|
Type 1 Diabetes Mellitus|C2986|C0011854|46635009|Diabetes mellitus type 1 (disorder)|
Ulcerative Colitis|C2952|C0009324|64766004|Ulcerative colitis (disorder)|
Urinary System Disorder|C3430|C0042075|41368006|Disorder of urinary tract (disorder)|
Vaginal Carcinoma|C3917|C0262659|254893005|Carcinoma of vagina (disorder)|
Variant Angina|C66915|C0002963|87343002|Prinzmetal angina (disorder)|
Vasculitis|C26912|C0042384|31996006|Vasculitis (disorder)|
Vesicoureteral Reflux|C84467|C0042580|197811007|Vesicoureteric reflux (disorder)|
VIP Producing Tumor|C26749|C0011993|253005002|Vasoactive intestinal peptide-secreting tumor (disorder)|
Von Hippel-Lindau Syndrome|C3105|C0019562|46659004|Von Hippel-Lindau syndrome (disorder)|
Williams Syndrome|C85232|C0175702|63247009|Williams syndrome (disorder)|
Wolman Disease|C61271|C0043208|82500001|Wolman's disease (disorder)|
Xerophthalmia|C34503|C0043349|363677007|Xerophthalmia (disorder)|
X-Linked Bulbar-Muscular Atrophy|C85233|C1839259|230253001|Bulbospinal neuronopathy (disorder)|
XYY Syndrome|C85237|C0043379|50749006|Double Y syndrome (disorder)|
Abdominal Aortic Aneurysm|C27000|C0162871|233985008|Abdominal aortic aneurysm (disorder)|
Acromegaly|C84533|C0001206|74107003|Acromegaly (disorder)|
Acute Infective Polyneuritis|C26790|C0018378|40956001|Guillain-Barre syndrome (disorder)|
Acyl-CoA Dehydrogenase, Long-Chain Deficiency|C84537|C0220711|237996001|Long chain acyl-CoA dehydrogenase deficiency (disorder)|
Adrenoleukodystrophy|C61252|C0162309|65389002|Adrenoleukodystrophy (disorder)|
Alopecia|C50575|C0002170|56317004|Alopecia (disorder)|
Alveolar Soft Part Sarcoma|C3750|C0206657|88195001|Alveolar soft part sarcoma|
Aplastic Anemia|C2870|C0002874|304132006|Hematopoietic aplasia (disorder)|
Arrhythmogenic Right Ventricular Dysplasia|C84571|C0349788|253528005|Arrhythmogenic right ventricular dysplasia (disorder)|
Autoimmune Hepatitis|C27029|C0241910|408335007|Autoimmune hepatitis (disorder)|
Autoimmune Hepatitis|C27029|C0241910|197284004|Chronic active hepatitis (disorder)|
Barrett Esophagus|C2891|C0004763|302914006|Barrett's esophagus (disorder)|
Behcet Syndrome|C34416|C0004943|310701003|Behcet's syndrome (disorder)|
Benign Fibrous Histiocytoma|C3739|C0206644|189769003|[M]Fibrous histiocytoma NOS|
Benign Neonatal Epilepsy|C84593|C0270851|38281008|Benign neonatal convulsions (disorder)|
Biliary Cirrhosis|C51225|C0023892|1761006|Biliary cirrhosis (disorder)|
Blastomycosis|C34428|C0005716|191950004|Infection by Blastomyces dermatitidis (disorder)|
Bone Necrosis|C34880|C0029445|240196003|Bone necrosis (disorder)|
Brachial Plexus Neuritis|C84600|C0221759|72893007|Brachial neuritis (disorder)|
Brugada Syndrome|C71059|C1142166|418818005|Brugada syndrome (disorder)|
Buruli Ulcer|C84604|C0085568|15845006|Buruli ulcer (disorder)|
Carcinoma In Situ|C2917|C0007099|109355002|Carcinoma in situ (disorder)|
Cardiofaciocutaneous Syndrome|C84617|C1275081|403770008|Cardio-facio-cutaneous syndrome (disorder)|
Cataplexy|C84618|C0007384|46263000|Cataplexy (disorder)|
Cavernous Hemangioma|C3086|C0018920|33377007|Cavernous hemangioma|
Choledochal Cyst|C2943|C0008340|397868007|Choledochocele (disorder)|
Chronic Lymphocytic Leukemia|C3163|C0023434|92814006|Chronic lymphoid leukemia, disease (disorder)|
Chronic Lymphocytic Leukemia|C3163|C0023434|51092000|Chronic lymphocytic leukemia|
Chronic Pancreatitis|C84637|C0149521|235494005|Chronic pancreatitis (disorder)|
Congenital Cortical Hyperostosis|C84645|C0020497|24752008|Infantile cortical hyperostosis (disorder)|
Cri du Chat Syndrome|C34518|C0010314|70173007|5p partial monosomy syndrome (disorder)|
Crigler-Najjar Syndrome|C84656|C0010324|8933000|Crigler-Najjar syndrome, type I (disorder)|
Cysticercosis|C34520|C0010678|105684008|Infection by tapeworm larvae (disorder)|
Cystinuria|C84664|C0010691|85020001|Cystinuria (disorder)|
Darier Disease|C84665|C0022595|48611009|Keratosis follicularis (disorder)|
Down Syndrome|C2993|C0013080|41040004|Complete trisomy 21 syndrome (disorder)|
Duchenne Muscular Dystrophy|C75482|C0013264|387732009|Becker muscular dystrophy (disorder)|
Eccrine Porocarcinoma|C5560|C1266065|254708001|Eccrine porocarcinoma of skin (disorder)|
Echinococcosis|C84682|C0013502|74942003|Echinococcosis (disorder)|
Ellis-Van Creveld Syndrome|C84684|C0013903|62501005|Chondroectodermal dysplasia (disorder)|
Empty Sella Syndrome|C84686|C0014008|237722004|Empty sella syndrome (disorder)|
Ependymoma|C3017|C0014474|189913004|[M]Ependymoma NOS|
Epidemic Louse-Borne Typhus|C84689|C0041473|39111003|Louse-borne typhus (disorder)|
Erythropoietic Protoporphyria|C84698|C0162568|51022005|Erythropoietic protoporphyria (disorder)|
Eye Disorder|C26767|C0015397|371405004|Disorder of eye proper (disorder)|
Fanconi Syndrome|C3034|C0015624|62332007|Infantile nephropathic cystinosis (disorder)|
Friedreich Ataxia|C84718|C0016719|10394003|Friedreich's ataxia (disorder)|
Frontotemporal Dementia|C84719|C0338451|230270009|Frontotemporal dementia (disorder)|
Gallbladder Carcinoma|C3844|C0235782|372140005|Carcinoma of gallbladder (disorder)|
Gastric Carcinoma|C4911|C0699791|372143007|Carcinoma of stomach (disorder)|
Gastroparesis|C80512|C0152020|235675006|Gastroparesis (disorder)|
Gastroparesis|C80512|C0152020|196753007|Gastric atonia (disorder)|
Gaucher Disease|C61268|C0017205|190794006|Glucosylceramide beta-glucosidase deficiency (disorder)|
Glanzmann Thrombasthenia|C61249|C0040015|32942005|Glanzmann's thrombasthenia (disorder)|
Glycogen Storage Disease Type III|C84736|C0017922|124472001|Deficiency of amylo-1,6-glucosidase (disorder)|
Goldenhar Syndrome|C84740|C0265240|109393007|Otomandibular dysostosis (disorder)|
Hantavirus Pulmonary Syndrome|C84747|C0243025|120639003|Hantavirus pulmonary syndrome (disorder)|
Hashimoto Thyroiditis|C27191|C0920350|21983002|Hashimoto thyroiditis (disorder)|
Henoch-Schonlein Purpura|C34963|C0034152|191306005|Henoch-Schonlein purpura (disorder)|
Hepatitis B Infection|C3097|C0019163|66071002|Type B viral hepatitis (disorder)|
Hepatolenticular Degeneration|C84756|C0019202|190823004|Westphal-Strumpell syndrome (disorder)|
Hereditary Hemorrhagic Telangiectasia|C35064|C0039445|21877004|Osler hemorrhagic telangiectasia syndrome (disorder)|
Herpes Zoster Oticus|C84763|C0017409|36292003|Otitis externa due to Herpes zoster (disorder)|
Hilar Cholangiocarcinoma|C36077|C0206702|||
Hodgkin Lymphoma|C9357|C0019829|46923007|Hodgkin's sarcoma|
Hodgkin Lymphoma|C9357|C0019829|118605002|Hodgkin lymphoma, nodular lymphocyte predominance (disorder)|
Hydroa Vacciniforme|C84766|C0020241|200837006|Hydroa vacciniforme (disorder)|
Hypochromic Anemia|C34380|C0002884|44452003|Normocytic hypochromic anemia (disorder)|
Hypoparathyroidism|C78350|C0020626|36976004|Hypoparathyroidism (disorder)|
Hypopituitarism|C62591|C0020635|74728003|Hypopituitarism (disorder)|
Incontinentia Pigmenti|C84787|C0021171|367520004|Incontinentia pigmenti syndrome (disorder)|
Inflammatory Breast Carcinoma|C4001|C0278601|254840009|Inflammatory carcinoma of breast (disorder)|
Iron-Deficiency Anemia|C84484|C0162316|87522002|Iron deficiency anemia (disorder)|
Jacobsen Syndrome|C75457|C0795841|4325000|11q partial monosomy syndrome (disorder)|
Juvenile Myoclonic Epilepsy|C84796|C0270853|6204001|Juvenile myoclonic epilepsy (disorder)|
Kawasaki Disease|C34825|C0026691|75053002|Acute febrile mucocutaneous lymph node syndrome (disorder)|
Kearns-Sayre Syndrome|C84798|C0022541|51464001|Oculocraniosomatic syndrome (disorder)|
Keratoconus|C26806|C0022578|65636009|Keratoconus (disorder)|
Lambert Eaton Myasthenic Syndrome|C3155|C0022972|56989000|Eaton-Lambert syndrome (disorder)|
Lecithin Acyltransferase Deficiency|C84813|C0023195|49227001|Phosphatidylcholine-sterol acyltransferase deficiency (disorder)|
Lecithin Acyltransferase Deficiency|C84813|C0023195|238091006|Lecithin cholesterol acyltransferase deficiency (disorder)|
Leukemia|C3161|C0023418|190025005|[M]Leukemia NOS|
Localized Scleroderma|C72069|C0036420|201048007|Localized morphea (disorder)|
Lymphangioma|C8965|C0024221|400178008|Lymphangioma (disorder)|
Lymphangioma|C8965|C0024221|189875000|[M]Lymphangioma NOS|
Lymphoblastic Lymphoma|C9360|C0079748|109965004|Diffuse non-Hodgkin's lymphoma, lymphoblastic (disorder)|
Lymphoma|C3208|C0024299|188676008|Malignant lymphoma - mixed small and large cell (disorder)|
Malignant Uterine Neoplasm|C3552|C0153567|371973000|Malignant neoplasm of uterus (disorder)|
Mallory-Weiss Syndrome|C84881|C0024633|35265002|Mallory-Weiss syndrome (disorder)|
Marburg Virus Disease|C84883|C0024788|77503002|Marburg virus disease (disorder)|
Medulloblastoma|C3222|C0025149|189921005|[M]Medulloblastoma NOS|
Melanoma|C3224|C0025202|269503007|[M]Malignant melanoma NOS|
Melkersson-Rosenthal Syndrome|C84886|C0025235|215617000|Cheilitis granulomatosa of Miescher-Melkersson-Rosenthal (disorder)|
Mental Retardation|C84392|C0025362|91138005|Mental retardation (disorder)|
Merkel Cell Carcinoma|C9231|C0007129|254729005|Apudoma of skin (disorder)|
Microsporidiosis|C84891|C0085407|61842000|Infection by Microsporida (disorder)|
Morquio Syndrome|C61263|C0026707|378007|Morquio syndrome (disorder)|
Moyamoya Disease|C84895|C0026654|69116000|Moyamoya disease (disorder)|
Multiple Endocrine Neoplasia Type 2A|C3226|C0025268|61808009|Multiple endocrine neoplasia, type 2 (disorder)|
Myositis Ossificans|C3253|C0027122|44551007|Muscular ossification (disorder)|
Necrotizing Enterocolitis|C84915|C0520459|397729009|Perinatal necrotizing enterocolitis (disorder)|
Neonatal Hepatitis|C84446|C0027613|69800000|Neonatal hepatitis (disorder)|
Netherton Syndrome|C84922|C0265962|312514006|Netherton's syndrome (disorder)|
Neurofibromatosis Type 2|C3274|C0027832|92503002|Neurofibromatosis, type 2 (disorder)|
Neurotoxicity Syndrome|C27961|C0235032|19466003|Neurotoxicity (disorder)|
Night Blindness|C34850|C0028077|65194006|Night blindness (disorder)|
Nijmegen Breakage Syndrome|C4692|C0398791|234638009|Microcephaly, normal intelligence and immunodeficiency (disorder)|
Nonalcoholic Steatohepatitis|C84445|C0400966|||
Non-Hodgkin Lymphoma|C3211|C0024305|1929004_199953015|Malignant lymphoma, small cleaved cell, diffuse [obs]|
Organoid Nevus|C4678|C0265318|239112008|Epidermal nevus syndrome (disorder)|
Ornithine Carbamoyltransferase Deficiency Disease|C84957|C0268542|||
Osteochondrodysplasia|C84978|C0029422|240190009|Osteochondrodysplasia (disorder)|
Osteopoikilosis|C84985|C0029455|9147009|Osteopoikilosis (disorder)|
Ovarian Sertoli-Leydig Cell Tumor|C2880|C0003810|189737007|[M]Androblastoma NOS|
Palmar Fibromatosis|C3469|C0013312|410813000|Contracture of palmar fascia (disorder)|
Pancreatic Endocrine Carcinoma|C3770|C1328479|254612002|Carcinoma of endocrine pancreas (disorder)|
Panuveitis|C84989|C0030343|75614007|Panuveitis (disorder)|
Paragonimiasis|C84995|C0030424|30369007|Infection by Paragonimus (disorder)|
Patent Ductus Arteriosus|C84492|C0013274|83330001|Patent ductus arteriosus (disorder)|
