raloxifene 	|C1518|[6-Hydroxy-2-(4-hydroxyphenyl)-benzo[b]thien-3-yl][4-[2-(1-piperidinyl)ethoxy]phenyl]methanone|CSN|2|
resveratrol|C1215|Resveratrol|PT|1|
resveratrol|C1215|3,4',5-Stilbenetriol|CSN|2|
resveratrol|C1215|(E)-5-[2-(4-Hydroxyphenyl)ethenyl]-1,3-benzenediol|CSN|2|
rofecoxib 	|C1832|Rofecoxib|PT|1|
rofecoxib 	|C1832|MK 966|CCN|2|
rofecoxib 	|C1832|Vioxx|BN|2|
rofecoxib 	|C1832|4-[4'-(Methylsulfonyl)phenyl]-3-phenyl-2(5H)-furanone|CSN|2|
rosiglitazone 	|C62076|Rosiglitazone|PT|1|
sirolimus 	|C1212|Sirolimus|PT|1|
sirolimus 	|C1212|9,10,12,13,14,21,22,23,24,25,26,27,32,33,34,34a-Hexadecahydro-9,27-dihydroxy-3-((1R)-2-((1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl)-1-methylethyl)-10,21-dimethoxy-6,8,12,14,20,26-hexamethyl-23,27-epoxy-3H-pyrido(2,1-c)(1,4)oxaazacyclohentriacontine-1,5,11,2|CSN|2|
sirolimus 	|C1212|RAPA|AB|2|
sirolimus 	|C1212|SILA 9268A|CCN|2|
sirolimus 	|C1212|AY 22989|CCN|2|
sirolimus 	|C1212|Rapamycin|SY|2|
sirolimus 	|C1212|WY-090217|CCN|2|
sirolimus 	|C1212|Rapamune|BN|2|
sodium 	|C830|Sodium|PT|1|
sodium 	|C830|Na|AB|2|
staurosporine 	|C1237|Staurosporine|PT|1|
staurosporine 	|C1237|AM-2282|CCN|2|
staurosporine 	|C1237|CGP-39360|CCN|2|
staurosporine 	|C1237|Antibiotic 230|SY|2|
staurosporine 	|C1237|Antibiotic AM 2282|SY|2|
staurosporine 	|C1237|8,12-Epoxy-1H,8H-2,7b,12a-triazadibenzo(a,g)cyclonona(cde)trinden-1-one, 2,3,9,10,11,12-hexahydro-9-methoxy-8-methyl-10-(methylamino)-, (8alpha,9beta,10beta,12alpha)-(+)-|CSN|2|
staurosporine 	|C1237|(9alpha,10beta,11beta,13alpha)-(+)-2,3,10,11,12,13-Hexahydro-10-methoxy-9-methyl-11-(methylamino)-9,13-epoxy-1H-9H-diindolo[1,2,3-gh:3',2',1'-lm]pyrrolo[3,4-j][1,7]benzodiazonin-1-one|CSN|2|
sulfasalazine 	|C29469|Sulfasalazine|PT|1|
sulfasalazine 	|C29469|Azulfidine|BN|2|
sulfasalazine 	|C29469|Sulphasalazine|SY|2|
sulfasalazine 	|C29469|Salazosulfapyridine|SY|2|
sulfasalazine 	|C29469|2-Hydroxy-5-[[4-[(2-pyridinylamino)sulfonyl]phenyl]azo]benzoic Acid|CSN|2|
sulindac 	|C850|Sulindac|PT|1|
sulindac 	|C850|Citireuma|FBD|2|
sulindac 	|C850|Aflodac|BN|2|
sulindac 	|C850|Reumofil|FBD|2|
sulindac 	|C850|Sudac|FBD|2|
sulindac 	|C850|Clinoril|BN|2|
sulindac 	|C850|Sulindac Sulfoxide|SY|2|
sulindac 	|C850|cis-5-fluoro-2-methyl-1-[p-(methylsulfinyl)benzylidene]indene-3-acetic acid|CSN|2|
sulindac 	|C850|Apo-Sulin|FBD|2|
sulindac 	|C850|Algocetil|FBD|2|
sulindac 	|C850|Artribid|FBD|2|
sulindac 	|C850|Sulreuma|FBD|2|
sulindac 	|C850|(Z)-5-fluoro-2-methyl-1-[[4-(methylsulfinyl)phenyl]methylene]-1H-indene-3-acetic acid|CSN|2|
sulindac 	|C850|Reumyl|FBD|2|
sulindac 	|C850|Novo-Sundac|FBD|2|
sulindac 	|C850|MK-231|CCN|2|
sulindac 	|C850|Imbaral|FBD|2|
sulindac 	|C850|Sulinol|FBD|2|
sulindac 	|C850|Arthrocine|FBD|2|
sulindac 	|C850|Clisundac|FBD|2|
sulindac sulfide 	|C29854|Sulindac Sulfide|PT|1|
sulindac sulfide 	|C29854|(1Z)-5-Fluoro-2-methyl-1-[[4-(methylthio)phenyl]methylene]-1H-indene-3-acetic Acid|CSN|2|
tacrolimus 	|C1311|Tacrolimus|PT|1|
tacrolimus 	|C1311|Fujimycin|SY|2|
tacrolimus 	|C1311|Prograf|BN|2|
tacrolimus 	|C1311|Hexadecahydro-5,19-dihydroxy-3-[2-(4-hydroxy-3-methoxycyclohexyl)-1-methylethenyl]-14,16-dimethoxy-4,10,12,18-tetramethyl-8-(2-propenyl)-15,19-epoxy-3H-pyrido[2,1-c][1,4]oxaazacyclotricosine-1,7,20,21(4H,23H)-tetrone|CSN|2|
tacrolimus 	|C1311|FK 506|CCN|2|
tacrolimus 	|C1311|Protopic|BN|2|
tamoxifen 	|C62078|Tamoxifen|PT|1|
tamoxifen 	|C62078|1-p-beta-dimethylamino-ethoxyphenyl-trans-1,2-diphenylbut-1-ene|CSN|2|
thalidomide 	|C870|Thalidomide|PT|1|
thalidomide 	|C870|Alpha-Phthalimidoglutarimide|SY|2|
thalidomide 	|C870|Distaval|FBD|2|
thalidomide 	|C870|Talimol|FBD|2|
thalidomide 	|C870|N-(2,6-Dioxo-3-piperidyl)phthalimide|CSN|2|
thalidomide 	|C870|Sedalis|FBD|2|
thalidomide 	|C870|Thalomid|BN|2|
thalidomide 	|C870|Contergan|FBD|2|
thalidomide 	|C870|Synovir|BN|2|
thalidomide 	|C870|2,6-Dioxo-3-phthalimidopiperidine|CSN|2|
thalidomide 	|C870|Pantosediv|FBD|2|
thalidomide 	|C870|2-(2,6-Dioxo-3-piperidinyl)-1H-isoindole-1,3(2H)-dione|CSN|2|
thalidomide 	|C870|N-Phthaloylglutamimide|SY|2|
thalidomide 	|C870|3-Phthalimidoglutarimide|CSN|2|
thalidomide 	|C870|Sedoval K-17|FBD|2|
thalidomide 	|C870|Kevadon|FBD|2|
thalidomide 	|C870|Softenon|FBD|2|
thalidomide 	|C870|Neurosedyn|FBD|2|
thalidomide 	|C870|N-Phthalylglutamic Acid Imide|SY|2|
thioridazine 	|C61971|Thioridazine|PT|1|
thioridazine 	|C61971|Mellaril-S|BN|2|
tioguanine 	|C876|Thioguanine|PT|1|
tioguanine 	|C876|2-Aminopurine-6(1H)-thione|CSN|2|
tioguanine 	|C876|X 27|CCN|2|
tioguanine 	|C876|Tabloid|BN|2|
tioguanine 	|C876|2-Amino-6-mercaptopurine|CSN|2|
tioguanine 	|C876|2-Aminopurine-6-thiol|CSN|2|
tioguanine 	|C876|2-Amino-1,7-dihydro-6H-purine-6-thione|CSN|2|
tioguanine 	|C876|2-Amino 6MP|CSN|2|
tioguanine 	|C876|6-Mercapto-2-aminopurine|CSN|2|
tioguanine 	|C876|Tioguanine|BN|2|
tioguanine 	|C876|Lanvis|FBD|2|
tioguanine 	|C876|BW 5071|CCN|2|
tioguanine 	|C876|2-Aminopurin-6-thiol|CSN|2|
tioguanine 	|C876|WR-1141|CCN|2|
tioguanine 	|C876|Tioguanin|FBD|2|
tioguanine 	|C876|6-Thioguanine|CSN|2|
tioguanine 	|C876|Wellcome U3B|CCN|2|
tioguanine 	|C876|2-Amino-6-purinethiol|CSN|2|
tioguanine 	|C876|6-TG|AB|2|
tioguanine 	|C876|6H-Purine-6-thione, 2-amino-1,7-dihydro- (9CI)|CSN|2|
tioguanine 	|C876|6 Thioguanine|CSN|2|
tioguanine 	|C876|6 Mercaptoguanine|CSN|2|
tolbutamide 	|C66610|Tolbutamide|PT|1|
tolbutamide 	|C66610|N-[(butylamino)carbonyl]-4-methylbenzenesulfonamide|CSN|2|
tomelukast 	|C74135|Tomelukast|PT|1|
topiramate 	|C47764|Topiramate|PT|1|
topiramate 	|C47764|beta-D-Fructopyranose, 2,3:4,5-bis-O-(1-methylethylidene)-, Sulfamate|CSN|2|
topiramate 	|C47764|Topamax|BN|2|
tretinoin|C900|Tretinoin|PT|1|
tretinoin|C900|(All-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic Acid|CSN|2|
tretinoin|C900|Epi-Aberel|FBD|2|
tretinoin|C900|Renova|BN|2|
tretinoin|C900|Cordes Vas|FBD|2|
tretinoin|C900|All-trans Retinoic Acid|SY|2|
tretinoin|C900|Airol|FBD|2|
tretinoin|C900|ATRA|AB|2|
tretinoin|C900|Vitamin A Acid|SY|2|
tretinoin|C900|Aknoten|BN|2|
tretinoin|C900|Stieva-A|FBD|2|
tretinoin|C900|Ro 5488|CCN|2|
tretinoin|C900|Trans Retinoic Acid|SY|2|
tretinoin|C900|trans-Retinoic Acid|SY|2|
tretinoin|C900|Retin-A MICRO|BN|2|
tretinoin|C900|beta-Retinoic Acid|SY|2|
tretinoin|C900|Retin-A|BN|2|
tretinoin|C900|Vesanoid|BN|2|
tretinoin|C900|Retisol-A|FBD|2|
tretinoin|C900|Stieva-A Forte|FBD|2|
tretinoin|C900|Retinoic Acid|SY|2|
tretinoin|C900|Tretinoinum|SY|2|
tretinoin|C900|Avita|BN|2|
tretinoin|C900|Vitinoin|FBD|2|
tretinoin|C900|Eudyna|FBD|2|
tretinoin|C900|Trans Vitamin A Acid|SY|2|
tretinoin|C900|Dermairol|FBD|2|
tretinoin|C900|All-trans Vitamin A Acid|SY|2|
tretinoin|C900|Aberel|BN|2|
trichostatin A 	|C1261|Trichostatin A|PT|1|
trichostatin A 	|C1261|(2E,4E,6R)-7-[4-(Dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxo-2,4-heptadienamide|CSN|2|
trifluoperazine 	|C62084|Trifluoperazine|PT|1|
trifluoperazine 	|C62084|10-(3-(4-Methyl-1-piperazinyl)propyl)-2-(trifluoromethyl)-10H-phenothiazine|CSN|2|
trifluoperazine 	|C62084|TFP|AB|2|
troglitazone|C1522|Troglitazone|PT|1|
troglitazone|C1522|Rezulin|BN|2|
troglitazone|C1522|CS-045|CCN|2|
troglitazone|C1522|Prelay|BN|2|
troglitazone|C1522|5-[4-[(6-Hydroxy-2,5,7,8-tetramethylchroman-2-yl)methoxy]benzyl]-2,4-thiazolidinedione|CSN|2|
troglitazone|C1522|5-[[4-[4(3,4-Dihydro-6-hydroxy-2,5,7,8-tetramethyl-2H-1-benzopyran-2-yl)methoxy]phenyl]methyl-2,4-thiazolidinedione|CSN|2|
troglitazone|C1522|Romozin|BN|2|
troglitazone|C1522|CI-991|CCN|2|
tyrphostin AG-1478 	|C1715|Tyrphostin AG 1478|PT|1|
tyrphostin AG-1478 	|C1715|AG 1478|SY|2|
tyrphostin AG-825 	|C1688|Tyrphostin AG 825|PT|1|
tyrphostin AG-825 	|C1688|AG 825|CCN|2|
valproic acid 	|C29536|Valproic Acid|PT|1|
valproic acid 	|C29536|2-Propylvaleric Acid|CSN|2|
valproic acid 	|C29536|2-Propylpentanoic Acid|CSN|2|
valproic acid 	|C29536|Valproate|SY|2|
valproic acid 	|C29536|Di-n-propylacetic Acid|CSN|2|
valproic acid 	|C29536|Depakene|BN|2|
verapamil 	|C928|Verapamil|PT|1|
verapamil 	|C928|alpha-[3-[[2-(3,4-Dimethoxyphenyl)ethyl]methylamino]propyl]-3,4-dimethoxy-alpha-(1-methylethyl)benzeneacetonitrile|CSN|2|
vorinostat 	|C1796|Vorinostat|PT|1|
vorinostat 	|C1796|Zolinza|BN|2|
vorinostat 	|C1796|L-001079038|CCN|2|
vorinostat 	|C1796|Suberoylanilide Hydroxamic Acid|CCN|2|
vorinostat 	|C1796|SAHA|AB|2|
vorinostat 	|C1796|Suberanilohydroxamic Acid|CCN|2|
vorinostat 	|C1796|N-Hydroxy-N'-phenyloctanediamide|CSN|2|
wortmannin|C1277|Wortmannin|PT|1|
wortmannin|C1277|(1S,6bR,9aS,11R,11bR)-11-(Acetyloxy)-1,6b,7,8,9a,10,11,11b-octahydro-1-(methoxymethyl)-9a,11b-dimethyl-3H-furo[4,3,2-de]indeno[4,5-h]-2-benzopyran-3,6,9-trione|CSN|2|
wortmannin|C1277|SL-2052|CCN|2|
wortmannin|C1277|(1 Alpha,11 alpha)-11-(acetyloxy)-1-(methoxymethyl)-2-oxaandrosta-5,8-dieno(6,5,4-bc)furan- 3,7,17-trione|CSN|2|
yohimbine|C77304|Yohimbine|PT|1|
1,5-isoquinolinediol||||10|
114445 	||||10|
12,13-EODE 	||||10|
15-delta prostaglandin J2 	||||10|
17-allylamino-geldanamycin 	||||10|
17-dimethylamino-geldanamycin 	||||10|
2-deoxy-D-glucose||||10|
3-aminobenzamide||||10|
4,5-dianilinophthalimide 	||||10|
5109870||||10|
5140203 	||||10|
5149715 	||||10|
5151277||||10|
5152487 	||||10|
5162773 	||||10|
5182598||||10|
5186223 	||||10|
5186324 	||||10|
5211181||||10|
5213008 	||||10|
5224221 	||||10|
5230742||||10|
5248896||||10|
5252917	l	||||10|
5253409 	||||10|
5255229||||10|
5279552||||10|
5286656||||10|
5666823 	||||10|
BW-13700 	||||10|
DL-PPMP 	||||10|
HNMPA-(AM)3 	||||10|
LM-1685 	||||10|
LY-294002||||10|
MG-132||||10|
MK-886||||10|
N-phenylanthranilic acid||||10|
NU-1025 	||||10|
SC-58125||||10|
TTNPB 	||||10|
U0125 	||||10|
W-13||||10|
Y-27632 	||||10|
alpha-estradiol 	||||10|
arachidonyltrifluoromethane 	||||10|
blebbistatin 	||||10|
butein oxaprozin||||10|
butirosin 	||||10|
calmidazolium||||10|
celastrol 	||||10|
clozapine 	I	||||10|
colforsin 	||||10|
cytochalasin B||||10|
dimethyloxalylglycine 	||||10|
docosahexaenoic acid ethyl ester||||10|
fisetin 	||||10|
flufenamic acid 	||||10|
ikarugamycin 	||||10|
monastrol 	||||10|
monordef 	||||10|
oligomycin 	||||10|
oxamic acid||||10|
phenanthridinone||||10|
phenyl biguanide 	||||10|
quinpirole 	||||10|
rottlerin||||10|
splitomicin 	||||10|
tetraethylenepentamine 	||||10|
