COMPONENT|RELEASE|VERSION|DATE|CHANGES|COMMENTS|DATE|
meme.jar|4|40|20040120|Several changes:<br>1.  Freshness of data is now validated <br>    before molecular actions are performed.<br>2. The molecular action locking mechanism <br>   was made more efficient, and coordinated <br>   with the undo/redo locking mechanism.<br>3. The mapping client can now fully <br>   support editing of map set information.<br>4. Small MolecularMergeAction bug was <br>   fixed (should prevent some MEME4 errors).<br>5. Actions more aggressively re-read <br>   data to prevent errors.<br>6. New exception: StaleDataException.<br>7. Small server bug fix to prevent <br>   recurring null pointer exception.||01/20|
tables.sql|4|29|20040206|New table: test_suite_statistics<br>Revised table: source_replacement||02/06|
indexes.sql|4|20|20040206|New indexes for source_replacement, relationships_ui, attributes_ui||02/06|
meme.jar|4|41|20040206|There are several changes, most to server side things.<br>1. Bug fixes that can replace the patches released recently.<br>2. Extensions to CoreDataService to provide more/better<br>  access to core data.<br>3. Improvements to MEMEConnection in how it reads core data.<br>4. Improvements to how ObjectXMLSerializer tracks<br>  "primitive" objects.<br>5. RxNorm fix (for TPW).<br>6. Other minor changes.|<br>Please remove the $MEME_HOME/ext patch files before<br>starting this version of the server.<br>|02/06|
admin.pl|4|7|20040220|Supports MEME version 41 (and higher) documents||02/20|
norm|4|3|20040220|Supports additional library for lvg2004.||02/20|
luiNorm|4|3|20040220|Supports additional library for lvg2004.||02/20|
wordind|4|3|20040220|Supports additional library for lvg2004.||02/20|
tables.sql|4|30|20040220|Schema changes to better support attributes connected<br>to different MEME data types and to better support<br>fully fledged non-English content.||02/20|
indexes.sql|4|21|20040220|Supports newest tables.sql||02/20|
meme.jar|4|42|20040220|Main changes are bug fixes:<br>1. CONCEPT_NOTES should now be visible<br>2. RxNorm problems are gone in this version.<br><br>Other improvements (mostly for the future) are:<br>1. Better support for non ENG content<br>2. Better support for attributes connected to rels<br>3. gov.nih.nlm.util.BrowserLauncher|<br>Make sure that any patch files (esp patch.20040219.jar)<br>are removed when using this version of the server.|02/20|
MEME_OPERATIONS.sql|4|8|20040308|Updated ranking algorithm for resolving CUI merges and splits.||03/08|
MEME_SOURCE_PROCESSING.sql|4|41|20040308|Supports newer source update model.||03/08|
MEME_BATCH_ACTIONS.sql|4|22|20040308|Fixes a bug related to inserting context rels.||03/08|
tables.sql|4|31|20040308|Schema script used to load oa_mid2005.||03/08|
MEME_APROCS.sql|4|18|20040308|Bug fix to always compute ATUI for SEMANTIC_TYPE using<br>MTH as root source.||03/08|
tables.sql|4|32|20040317|Minor changes:<br>1. coc_subheadings is not IOT<br>2. sg_meme_id fields are nullable|<br>doen|03/17|
indexes.sql|4|22|20040317|Supports coc_subheadings_pk.||03/17|
views.sql|4|10|20040317|Better queries for views.||03/17|
synonyms.sql|4|13|20040317|Supports synonyms for views.||03/17|
MEME_BATCH_ACTIONS.sql|4|23|20040317|Bug fix for insert into context_relationships query.||03/17|
MEME_SOURCE_PROCESSING.sql|4|42|20040317|Various changes, including better source_replacement<br>algorithm and improved update_releasability algorithm.||03/17|
meme.jar|4|43|20040317|Mostly minor changes.  Includes bug fixes handled<br>previously by patches, and an additional bug<br>fix for the server RxNorm code.  Major improvements <br>include: ability to handle attributes as attached <br>to relationships (or any other core data type),<br>ability to configure some DB parameters (sort <br>area size/ hash area size), and a more stable <br>EditingClient. |<br>Please remove all patches in the $MEME_HOME/ext diredctories.|03/17|
meme.jar|4|43.1|20040323|Bug fix related to actions that re-read concepts<br>that have not been fully emptied.  PRoblem was<br>identified during PDQ merging.||03/23|
meme.jar|4|43.2|20040329|Bug fix for RxNorm issues and concept report issues.||03/29|
MEME_SOURCE_PROCESSING.sql|4|43|20040329|Improvements for source processing, in particular<br>for loading SAUI, SCUI, SDUI for foreign atoms.||03/29|
meme.jar|4|43.3|20040330|Bug fix for concept name on concept report problem.||03/30|
MEME_APROCS.sql|4|19|20040419|Improved AUI, RUI, ATUI assignment algorithm that<br>takes into account the source identifier values.||04/19|
MEME_INTEGRITY.sql|4|12|20040419|Parallelized matrix initializer queries.||04/19|
MEME_RANKS.sql|4|12|20040419|Small change in setting precedence.||04/19|
MEME_SOURCE_PROCESSING.sql|4|44|20040419|Improvements to code for mapping<br>identifiers and to inserting foreign atoms.||04/19|
MEME_SYSTEM.sql|4|17|20040419|Includes support for compute_stats_flag when reindexing<br>tables and now supports auto-reindexing of BITMAP indexes.||04/19|
meme.jar|4|44|20040419|Updated to allow (by default) reports and MEME4 <br>to see non-ENG language sources.||04/19|
meme.jar|4|44.1|20040421|This release serves two purposes.<br>1. More comprehensive support for SPA atoms in classes.<br>2. Support for FinderClient.restrictByReleasable to allow<br>  searches on only releasable data.||04/21|
meme.jar|4|44.2|20040422|Minor fix for versionitis issue.||04/22|
tables.sql|4|33|20040428|Updated to fully reflect new AUI,RUI,ATUI assignment algos.||04/28|
indexes.sql|4|23|20040428|Updated to reflect/support tables.sql changes.||04/28|
MEME_APROCS.sql|4|20|20040428|Fully implements revised AUI assignment algorithm.||04/28|
MEME_UTILITY.sql|4|15|20040428|Much improved md5 support.||04/28|
MEME_BATCH_ACTIONS.sql|4|24|20040428|Fully supports new AUI assignment algorithm.||04/28|
MEME_SOURCE_PROCESSING.sql|4|45|20040428|Fully supports new AUI assignment algorithm.||04/28|
MEME_SYSTEM.sql|4|18|20040503|Fixed to work with oracle 9.2||05/03|
MEME_INTEGRITY_PROC.sql|4|16|20040503|Fixed to work with oracle 9.2||05/03|
MEME_INTEGRITY.sql|4|13|20040503|Fixed to work with oracle 9.2||05/03|
MEME_SOURCE_PROCESSING.sql|4|46|20040503|Fixed to work with oracle 9.2||05/03|
MEME_TESTER.sql|4|2|20040503|Fixed to work with oracle 9.2||05/03|
MEME_BATCH_ACTIONS.sql|4|25|20040503|Fixed to work with oracle 9.2||05/03|
MEME_BATCH_ACTIONS.sql|4|26|20040505|Fixed to work with oracle 9.2.||05/05|
mthtm.pl|4|3|20040505|Now removes cases of just one MTH/TM with a given<br>base string left.  Addresses an issue raised by<br>TPW.||05/05|
meme.jar|4|45|20040507|There are three main reasons for this release.<br>1. CoreDataClient and ReportsClient now support explicitly<br>   including or excluding a list of languages to read.<br>2. We fixed a problem that was allowing deadlocks.<br>3. The caching of RELAs is better so that when we add<br>   new RELAs to the MID it should not cause errors if<br>   your client is pointing to the wrong server.||05/07|
MEME_APROCS.sql|4|21|20040519|Improved support for AUI computation when changing<br>source_aui, source_cui, source_dui fields.||05/19|
MEME_SOURCE_PROCESSING.sql|4|47|20040519|Improvements to source insertion software.  Delete<br>demotions code now resets status of C level rels.||05/19|
tables.sql|4|34|20040609|Extended attribute_name fields, added tables for content<br>view management and extended some fields in sr_predicate.||06/09|
views.sql|4|11|20040609|Added mdba_cur for tracking open cursors. Changed<br>separated string views to only pick up ENG language<br>strings.||06/09|
MEME_APROCS.sql|4|22|20040609|Minor bug fix to assign_rui procedure.||06/09|
MEME_BATCH_ACTIONS.sql|4|27|20040609|Removed the batch_insert procedure (only macro should<br>be used).  Also minor normalization with respect to the<br>use of parallel and append hints.||06/09|
MEME_SOURCE_PROCESSING.sql|4|48|20040609|Code review/changes for source_replacment procedure<br>and minor performance enhancements for assign_auis<br>procedure.||06/09|
MEME_SYSTEM.sql|4|19|20040615|Use DBMS_STATS to analyze tables.||06/15|
MEME_RANKS.sql|4|13|20040615|Faster code for set_ranks and set_preference.||06/15|
xreports.pl|4|9|20040615|Supports a new -lat switch for restricting to a particlar<br>list of languages.  Missing data error happens if you<br>select a language that does not appear in the concept<br>to generate the report for.||06/15|
meme.jar|4|46|20040615|1. New functionality (for test suites) to <br>  read an inverse relationship.  <br>2. Minor changes to the molecular "change" <br>   actions, also for test suites.<br>3. New integrity check: <br>   MGV_STY to prevent STY pairs from merging.<br>4. Web-graphs should now report avg,min,max <br>   elapsed time in milliseconds not seconds.<br>5. Small RxNorm bug (causing the "B 10 ml") <br>    was fixed.<br>6. Concept reports support concept level SOS and DEFINITION.<br>7. Better management of closing cursors when DB is busy.||06/15|
indexes.sql|4|24|20040706|New indexes for atom_ordering and content_view_members.||07/06|
tables.sql|4|35|20040706|Revised table definitions for content_views<br>and content_view_members.||07/06|
MEME_SOURCE_PROCESSING.sql|4|49|20040706|Bug fix for source_replacement of attributes,<br>Improvement to insert_ranks procedures to minimize<br>work of set_ranks.  We now rank updates of sources<br>at same level as previous version, tobereleased will<br>cause actual core data ranks to differ.||07/06|
meme.jar|4|46|20040709|This release includes the following changes/updates:<br>1. Minor changes to the toolkit classes for performance.<br>2. Content view implementation (to be integrated into<br>  a web application for maintaining content views).<br>3. Upgrades to actions to support our full action test<br>  suites.  Also a bug fix to split causing a problem <br>  with RUI assignments in the background.<br>4. Small upgrade to MGV_M to allow SNOMEDCT,SNMI,RCD<br>  NEC atoms to merge.<br>5. Small upgrade to MEDLINE XML handler to support<br>  all of the bad date formats used in medline XML files.||07/09|
meme.prop|4|15|20040716|Two new services added to the services list:<br>MappingService, ContentViewService.||07/16|
MEME_SOURCE_PROCESSING.sql|4|50|20040716|Minor changes for source insertion support.<br>1. maintain termgroup.release_rank<br>2. ensure termgroup_rank is set properly where it<br>   is assigned (instead of causing problem later)<br>3. Minor source_replacment bug fix.||07/16|
meme.jar|4|47|20040720|This release includes the following changes/updates:<br>1. Minor changes to the toolkit classes for performance.<br>2. Content view implementation (to be integrated into<br>   a web application for maintaining content views).<br>3. Upgrades to actions to support our full action test<br>   suites.  Also a bug fix to split causing a problem <br>   with RUI assignments in the background.<br>4. Small upgrade to MGV_M to allow SNOMEDCT,SNMI,RCD<br>   NEC atoms to merge.<br>5. Small upgrade to MEDLINE XML handler to support<br>   all of the bad date formats used in medline XML files.||07/20|
meme.jar|4|47.1|20040722|Bug fix for NullPointerException encountered during testing.||07/22|
meme.jar|4|47.2|20040723|Bug fix relating to split actions.||07/23|
meme.jar|4|47.3|20040730|Small bug fix to allow editing of SRC concepts.||07/30|
tables.sql|4|36|20040809|Added release_rank field to termgroup_rank, and<br>revised definitions for content_views and<br>content_view_members.||08/09|
indexes.sql|4|25|20040809|New index on classes.last_release_cui.||08/09|
MEME_APROCS.sql|4|23|20040809|Minor change to assign_atui for SMENATIC_TYPEs.<br>Infrastructure for "force" undo and redo built.<br>Language is not null when inserting into classes.||08/09|
MEME_UTILITY.sql|4|16|20040809|New procedure for mapping sg_type,sg_id,sg_qualifier<br>to an actual MEME id and an atom id.||08/09|
MEME_SOURCE_PROCESSING.sql|4|51|20040809|Improved sampling for test insertions.||08/09|
meme.jar|4|48|20040819|Several changes:<br>1. Updates to content view API.<br>2. New concept mapping API (initial).<br>3. Bug fix for data source pool overflow problem.<br>4. Better socket interaction (timeout/buffering).<br>5. Minor javadoc improvements||08/19|
MEME_SOURCE_PROCESSING.sql|4|52|20040819|Improved source insertion software.<br>1. Better reports sampling queries.<br>2. Better computation of source rank.||08/19|
MEME_UTILITY.sql|4|17|20040831|Preserves work_ids when test insertions are restarted.||08/31|
meme.prop|4|16|20040908|We realized that the mail server specified by<br>the properties file was mail.apelon.com instead<br>of lhc.nlm.nih.gov.  This update to the properties<br>file fixes that problem and adds tkao to all of<br>the email lists used by the server for reporting<br>errors.||09/08|
MEME_APROCS.sql|4|24|20040920|Bug fix in ATUI,RUI computation when splits/merges happen.||09/20|
MEME_OPERATIONS.sql|4|9|20040920|CUI assignment algorithm that uses release rank instead<br>of MID rank.||09/20|
meme_server.sh|4|1.0|20040928|First Release.|<br>Make sure to copy to oa and oc, /d5/MEME4/bin.|09/28|
tables.sql|4|37|20041006|Primary keys for code_map, language, editors,<br>and editor_preferences. New meme_properties fields.||10/06|
indexes.sql|4|26|20041006|Primary keys for code_map, language, editors, <br>and editor_preferences.||10/06|
MEME_APROCS.sql|4|25|20041006|Minor changes.||10/06|
MEME_INTEGRITY_PROC.sql|4|17|20041006|Better deleted_cui procedure.||10/06|
MEME_SOURCE_PROCESSING.sql|4|53|20041006|Source replacement algorithm fixes and better<br>sampling algorithm.||10/06|
meme.jar|4|49|20041105|Major upgrade to MEME4.  Includes these changes:<br>1. New action architecture, eventually to<br>  allow all MID changes to be conducted<br>  through MEME server.<br>2. Improved data cacheing architecture.<br>3. Extended support for MEME services available<br>   via meow.  We indend to replace all .cgi<br>   functionality with .jsp applications.<br>   This release supports the MRSAB, MRDOC,<br>   and MRCOLS/FILES editors.<br>4. Some bug fixes.<br>5. Some documentation changes.<br>6. New package: gov.nih.nlm.meme.action.<br>   All actions in gov.nih.nlm.meme.common have<br>   been deprecated (although they should still<br>   work as before).||11/05|
update_src.csh|4|2|20041119|No longer need to maintain RXNORM SRC concepts this way.||11/19|
add_words.csh|4|3|20041119|Rebuilds tables when -all switch is used.||11/19|
load_section.csh|4|4|20041119|Runs better on linux, ensures source table indexes<br>after truncating.  Overall more stable for insertions.||11/19|
load_src.csh|4|5.0|20041119|Supports expanded strings.src file.||11/19|
process_medline_data.csh|4|2.0|20041119|Better fault tolerance.||11/19|
raw_to_contexts.csh|4|3.0|20041119|Better fault tolerance||11/19|
MEME_APROCS.sql|4|26|20041119|Better handling of ATUI, RUI if level chagnes.<br>RUI logic handles C level rels with RELA values<br>properly with sab=RELA.||11/19|
MEME_RANKS.sql|4|14|20041119|Ranking in classes now uses release termgroup_rank<br>instead of editing termgroup_rank.  MEME4 will <br>properly show editing ranks/preference in Jekyll.||11/19|
MEME_SOURCE_PROCESSING.sql|4|54|20041119|Improvements to source insertion process. In particular,<br>better handling of RUI, AUI assignments, ability<br>to assign CUIs from source files and insert basic<br>sims_info rows (if not present) from sources.src.||11/19|
dump_mid.pl|4|3|20041119|Field separator can be set with -f.||11/19|
validate.pl|4|4|20041119|Better use of sort_area_size, hash_area_size.||11/19|
assign_cuis.pl|4|2|20041119|Supports arbitrary CUI prefix for new CUI<br>assignments.  Useful for temp or other <br>style CUI values.||11/19|
MEME_APROCS.sql|4|26.1|20041122|Small bug fixes in response to test suites.  Please use this<br>version instead of installing version 26.||11/22|
tables.sql|4|38|20041213|New tables: action_log, aui_history, mid_validation_results<br>Old tables: operations_queue, authority_rank,                  <br>  authority_groups, ic_violations||12/13|
indexes.sql|4|27|20041213|Changes to support table changes.||12/13|
synonyms.sql|4|14|20041213|Changes to support table changes.||12/13|
MEME_APROCS.sql|4|27|20041213|Better RUI, AUI, ATUI computation (data driven prefixes<br>and lengths).  Minor bug fixes based on test suite<br>results.  Fix to LKW reported problem inserting LTs.||12/13|
MEME_BATCH_ACTIONS.sql|4|28|20041213|No longer using report_table_change,<br>report_macro_change.  Cascaded actions<br>for delete are now supported.  In other words,<br>deleting atoms will now delete connected atts<br>and relationships.||12/13|
MEME_OPERATIONS.sql|4|10|20041213|Improved CUI assignment with data-driven previx<br>and length.  Also, uses last_assigned_cui in addition<br>to last_release_cui to preserve interim assignments.||12/13|
MEME_RANKS.sql|4|15|20041213|Concept preferred_atom_ids are again computed using<br>editing ranks, not release ranks. All other uses of<br>termgroup_rank refer to release rank.||12/13|
MEME_SOURCE_PROCESSING.sql|4|55|20041213|Enter changes (type "done" when finished).<br>UI assignments are more data driven.  Better support<br>for CODE_ROOT_SOURCE/TERMGROUP types. Better ordering<br>of merge facts.  Other misc. source insertion <br>improvements.||12/13|
MEME_UTILITY.sql|4|17|20041213|Removed old MRD reporting mechanism.  Better support<br>for single-id map_sg_fields procedure.||12/13|
process_medline_data.csh|4|3.0|20041213|Removes old MRD reporting mechanism.||12/13|
assign_luis.csh|4|2|20041213|Removed old MRD reporting mechanism.||12/13|
add_words.csh|4|4|20041213|Removed old MRD reporting mechanism.||12/13|
meme.prop|4|17|20041213|Added smayhugh to admin lists. Added MaintenanceService<br>to list of supported services.||12/13|
merge.pl|4|3|20041213|Supports -c switch for merging 2 concepts.||12/13|
meme.jar|4|50|20041213|Contains a variety of small bug fixes and feature<br>enhancements.  Also supports a much wider variety<br>of actions for maintaining auxiliary MID tables.<br>It also (optionally) supports logging of ALL actions<br>and real-time CUI assignment.||12/13|
meme.jar|4|50.1|20041221|Same as version 50, but better query<br>for reading preferred names on worklists.||12/21|
MEME_BATCH_ACTIONS.sql|4|29|20041230|Improvements to log operation call.  Bug fix to "delete rels"<br>to allow attributes connected to rels to be deleted too.<br>Better support for forcing undo/redo actions.||12/30|
MEME_INTEGRITY.sql|4|14|20041230|Cleaner code, better logging for matrix initializer/updater.||12/30|
MEME_OPERATIONS.sql|4|11|20041230|Better use of work_ids by assign_cuis procedure.||12/30|
MEME_RANKS.sql|4|16|20041230|Better support for work_id by set_Ranks, set_preference.<br>All code that sets concept_status.preferred_atom_id<br>now uses editin grank.||12/30|
MEME_SOURCE_PROCESSING.sql|4|56|20041230|Bug fix to replacement_merges procedure to handle<br>ambig flag correctly.  Matching algorthms now support<br>all of the criteria the same way.  Merge order is<br>now correctly computed.  Better use of log_operation.||12/30|
add_words.csh|4|5|20041230|Takes -w switch to support work_id.||12/30|
matrixinit.pl|4|3|20041230|Takes -w switch to support work_id.||12/30|
assign_cuis.pl|4|3|20041230|Takes -w switch to support work_id.||12/30|
cronvalidate.csh|4|1|20041230|New (already on smis, no action needed).||12/30|
load_section.csh|4|5|20041230|Better use of log_operation.pl.||12/30|
mthtm.pl|4|4|20041230|Better computation of elapsed time.||12/30|
undo.pl|4|2|20050114|Supports force-undo of actions, passing of work_ids<br>Requires MEME v51 or higher.||01/14|
redo.pl|4|2|20050114|Supports force-undo of actions, passing of work_ids<br>Requires MEME v51 or higher. ||01/14|
meme.jar|4|51|20050114|Variety of changes and bug fixes mostly focused on <br>tightening the undo and redo mechanisms for the new <br>action model.  Only a few changes here will apply <br>to editors/Jekyll.  Changes include,<br>1. Completion of action model for undoing logged <br>   actions.  Now, every action defines its own inverse <br>   and can be undone by performing the inverse of the <br>   action.  This alleviates the need for an explicit <br>   "undo" action.  To perform a "redo", all you have <br>   to do is get the inverse of the "undo" action.<br>2. Some actions are inherently not undoable and these <br>   return as their inverse an action that performs <br>   no operation.<br>3. CONTEXTS section of the concept report was moved <br>   below RELATIONSHIPS.<br>4. SAB for DEF and SOS attributes will now show up on <br>   concept report.<br>5. A bug that happens when the preferred atom of a <br>   related concept is not set was fixed.<br>6. Improved support for transaction and work identifiers.||01/14|
MEME_APROCS.sql|4|28|20050114|Fixed bug in undoing a delete of a long attribute.||01/14|
meme.jar|4|52|20050125|This release was primarily made to addresss the recent<br>recurring network problems.  Now, when a MEME java client<br>experiences a network problem when communicating with the<br>server it tries again to send the request (if it was not<br>sent successfully) and tries again to receive the response<br>(if the request was sent but no response was obtained).<br>A 2 second delay is used between attempts and up to 5 attempts<br>are made.  If failure continues after this, exceptions are <br>thrown as before.  Two new exceptions may be thrown:<br>1. FailedToConnectException (indicates a failure to connect<br>   to the server, meaning try again later)<br>2. UnknownStateException (indicates that the server received<br>   a request but the client after 5 attempts was unable to<br>   receive the response.  we do not know in this state whether<br>   or not the request was processed successfully).<br><br>A fix was also made to the recent "fetch out of sequence" error.||01/25|
MEME_OPERATIONS.sql|4|12|20050125|Full-DB CUI assignment algorithm updated to match MEME4 <br>algorithm.||01/25|
meme.jar|4|52|20050126|This release was primarily made to addresss the recent<br>recurring network problems.  Now, when a MEME java client<br>experiences a network problem when communicating with the<br>server it tries again to send the request (if it was not<br>sent successfully) and tries again to receive the response<br>(if the request was sent but no response was obtained).<br>A 2 second delay is used between attempts and up to 5 attempts<br>are made.  If failure continues after this, exceptions are <br>thrown as before.  Two new exceptions may be thrown:<br>1. FailedToConnectException (indicates a failure to connect<br>   to the server, meaning try again later)<br>2. UnknownStateException (indicates that the server received<br>   a request but the client after 5 attempts was unable to<br>   receive the response.  we do not know in this state whether<br>   or not the request was processed successfully).<br><br>A fix was also made to the recent "fetch out of sequence" error.||01/26|
MEME_OPERATIONS.sql|4|12|20050126|Full-DB CUI assignment algorithm updated to match MEME4 <br>algorithm.||01/26|

MEME_APROCS.sql|4|29|20050311|Better handling of "force" undo for concept actions.||03/11|
MEME_BATCH_ACTIONS.sql|4|30|20050311|Better handling of last_release_cui when loading<br>classes from data that knows its CUI assignment.||03/11|
MEME_SOURCE_PROCESSING.sql|4|57|20050311|Better sampling algorithm, minor bug fix.  Support<br>CUI_SOURCE, CUI_ROOT_SOURCE map types.||03/11|
meme_server.sh|4|2.0|20050311|Uses admin.pl -s kill to shutdown server not shutdown.pl.||03/11|
start.pl|4|10|20050323|Memory settings changed to allow max 2GB.||03/23|
